text,stereotype,baseline_pred,baseline_prob1,context_pred,context_prob1,baseline_correct,context_correct,verdict
"Ya ves no tenemos otra cosa que hacer. Si es que los de Podemos, ya lo he dicho, siempre buscando lo más, de lo más descabellado. Los hombres de estas mujeres, que son los que mandan, que compren ventiladores con agua y listo. En casa pueden ir en cueros.",1,0,0.0024199476465582848,0,0.1085093691945076,0,0,tie
"Tendremos que dejarlos. ¿Y lo vamos a permitir?...¡Se están cargando España! españoles, no los dejemos, salvemos nuestras costumbres y nuestra forma de vida.",1,1,0.9996963739395142,1,0.9762824177742004,1,1,tie
Otra barbaridad más de éstos de podemos...,0,1,0.9888073205947876,0,0.3564107418060303,0,1,context_wins
"El votante de Podemos metiéndose en la cueva en 3, 2, 1,... 😂",0,0,0.0009209385607391596,0,0.04052159935235977,1,1,tie
😨no me lo puedo creer. ELECCIONES YA!!!! EL 6 DE OCTUBRE A LA CALLE!,0,0,0.0017689797095954418,0,0.1137566864490509,1,1,tie
Me meo y me peo de la risa....!!!,0,0,0.0007849146495573223,0,0.052834898233413696,1,1,tie
"“creará"" ja! Lo que van a hacer es quitarnos playas a nosotros para dársela a ellos. A tomar por culo os mandaba yo, sinvergüenzas!!",1,1,0.9858830571174622,1,0.9456853270530701,1,1,tie
"Me pregunto, ¿Por qué todo ese afán en favorecer lo musulmán por parte de esa izquierda potemita?... URL",1,0,0.0032711985986679792,0,0.033696673810482025,0,0,tie
A lavar la ropa a casa.....Marruecos,1,1,0.9817533493041992,0,0.39117544889450073,1,0,baseline_wins
Lo que faltaba. Con lo contaminados que están los mares. Payasos!!!,0,0,0.4075165092945099,1,0.689341127872467,1,0,baseline_wins
Mentira. Menudo medio fiable sois,0,0,0.0031777978874742985,0,0.11337342113256454,1,1,tie
"Qué coños va a crear podemos.
Sabéis cuánto duraría una secta como podemos en un país islamista???? Pues eso...",0,0,0.002086889697238803,0,0.09899581968784332,1,1,tie
Lo que se ahorran en crema....,0,0,0.01773144118487835,0,0.1669188290834427,1,1,tie
"Perdonen señores de Potemos, las playas españolas son de los españoles, dejen de tocar ya los cojones.",0,0,0.279813289642334,0,0.4575768709182739,1,1,tie
"Pero qué país más gilipollas y ridículo tenemos. Las moras y los moros y los moritos que se bañen donee se bañan los españoles y, si no quieren, siempre pueden irse a tomar por el culo a su pais y hacernos un favor: no volver.",1,1,0.9995953440666199,1,0.972770094871521,1,1,tie
"No hacen más que gilipolleces, lo que tienen que preparar es un buen plan de deportaciones, ya sobran muchos.",1,1,0.9953355193138123,1,0.6326403021812439,1,1,tie
Declaraciones como estas provoca además de risa reacciones racistas cada día son más y más patéticos,0,1,0.8184340000152588,0,0.10392411053180695,0,1,context_wins
es muy simple llegan a crear una playa asi y hay que ir en maza en tios y tias y que vean que en este pais no van a hacer lo que les de la gana,0,1,0.9987282156944275,1,0.942922055721283,0,0,tie
"No hay que dejarles ,se están apoderándo ,poco a poco .",1,0,0.0034890102688223124,1,0.7750898003578186,0,1,context_wins
Y una polla como la manga de un abrigo,0,0,0.0026444054674357176,0,0.11814144998788834,1,1,tie
"Hay que joerse, prohíben las playas para los perros y ahora playas para las moras
Eso es hacer política lo demás es tontería 🤣🤣🤣",0,1,0.9553700089454651,0,0.318164199590683,0,1,context_wins
No cabemos más ! Apago !,1,0,0.001822899328544736,0,0.2014443278312683,0,0,tie
"Y una mierda para ellos,no se lo creen ni puestos de grifa",0,0,0.0017508917953819036,0,0.4377092719078064,1,1,tie
Pero qué bonitas van a quedar esas playas llenas de grajos negros,1,1,0.9515689015388489,1,0.868150532245636,1,1,tie
Aquí vemos la propuesta. URL,0,0,0.004815172404050827,0,0.10698743909597397,1,1,tie
"Se les van a poner los sudarios esos de arena y agua!!; Y pesarán, un quintal cada uno..
Aunque me lo júrasen por lo que fuese, no me creo yo que estén a gusto con esa prenda horrible, cruel, asquerosa, poco higiénica, fea, joder...",1,1,0.6111812591552734,1,0.5195478796958923,1,1,tie
Prefiero que me habilite una zona para que mi perra pueda nadar,0,1,0.9889705181121826,1,0.6928460001945496,0,0,tie
"Ahí ahí potemos... intentando pillar algún voto jajaj porque de los españoles ya pocos, ya te han descubierto",0,0,0.003784495871514082,0,0.158011794090271,1,1,tie
Y no se pueden bañar  en las mismas playas? Vaya una gilipollez!!😏,0,1,0.9980396628379822,1,0.9095551371574402,0,0,tie
¿Y eso se llama integración? Eso es una división como lo están haciendo en varios ámbitos y creará conflictos. La mierda del multiculti no funciona con el Islam porque son unos retrasados y los menos tolerante que existe!,1,0,0.050336193293333054,0,0.2869403660297394,0,0,tie
Podemos va a crear una mierda!,0,0,0.04657784104347229,0,0.24228662252426147,1,1,tie
Y por qué no hay playas para pasear con mi perro?,0,1,0.9160619974136353,1,0.6846746802330017,0,0,tie
Las playas son públicas... y de todos ‼️,0,0,0.4981990158557892,0,0.33658546209335327,1,1,tie
"Por una sola cuestión de higiene, sanidad y dignidad, deberían prohibir que las personas se bañen vestidas de esa manera.",1,0,0.06528286635875702,0,0.2949599027633667,0,0,tie
Quien les prohíbe ir a las normales?,0,0,0.005357733462005854,0,0.4014284908771515,1,1,tie
Las pondrán al lado de las nudistas ?,0,1,0.9971593618392944,1,0.957347571849823,0,0,tie
Que se quiten todas esas capas de ropa y que se bañen como y en todo el mundo.....,1,1,0.8373141288757324,1,0.6039578318595886,1,1,tie
"La educación no puede ser diferenciada, por eso de la igualdad, pero si se pueden diferenciar las playas? Coherencia de izquierdas",0,0,0.0006443666061386466,0,0.05976879969239235,1,1,tie
Y las feministas tan anchas.,0,0,0.00452779745683074,0,0.06500384956598282,1,1,tie
"¿Y estos defensores de la mujer aceptan crear playas solo para mujeres por que así lo quieren sus ""maridos""?",0,1,0.7184144258499146,0,0.3334701657295227,0,1,context_wins
Perfecto! Así sabremos donde no tenemos que ir....,0,1,0.9971367120742798,1,0.9505741596221924,0,0,tie
Futuros votantes,0,0,0.04800059646368027,0,0.02798118069767952,1,1,tie
"¿ para cuando una para las mujeres de los maltratadores ? Viene siendo lo mismo, no ?...así ellos se quedarán tranquilos sabiendo que a sus propiedades no les va a estar observando ningún otro macho que no sea su esposo.",1,1,0.9954062700271606,1,0.9122797250747681,1,1,tie
No puede ser cierto,0,0,0.0015070064691826701,0,0.03868731111288071,1,1,tie
"Está visto menos hacer políticas para sacar a España hacia adelante, cada día sueltan algún chorrada mas",0,0,0.0006625761743634939,0,0.08556216955184937,1,1,tie
Podemos va a crear pollas,0,0,0.3876296877861023,0,0.36404308676719666,1,1,tie
Si quieren playas que se vayan a su pais. Que se adapten a nuestras constumbres o que se largen.,1,1,0.9995321035385132,1,0.9714113473892212,1,1,tie
"PUES EN ESPAÑA, EN EUROPA, NO DEBEMOS CONSENTIR ESTO, ¿POR QUÉ VAMOS A DARLES ESTOS PRIVILEGIOS ?, SI FUERAMOS LOS DEMÁS A SUS PLAYAS,¿NOS PERMITIRÍAN IR EN BAÑADORES, BIKINIS, O HACER TOP LESS? PUES ESO...YA VALE DE HACER EL GILIPOLLAS Y REGALARLES EL TERRENO Y NUESTRA LIBERTAD.",1,1,0.998481810092926,1,0.9317505359649658,1,1,tie
"Vaya lío, playa de mujeres musulmanas y al lado playa nudista, al lado playa de perros, al lado para mayores de 18, al lado para alérgicos al gluten... Lo dicho un lío hasta ir a la playa!",0,1,0.9974180459976196,1,0.840420126914978,0,0,tie
Creo que será una broma esto lo que faltaba 😀😀😀😀😀,0,0,0.0011660968884825706,0,0.04826818406581879,1,1,tie
Que las creen en su casa!!!,0,1,0.9981558918952942,1,0.9650802612304688,0,0,tie
"Pablemos, te las puedes llevar a la piscina de tú  casa.",0,1,0.9232125878334045,1,0.6354008913040161,0,0,tie
Eso que tomen el sol!,0,0,0.009731636382639408,0,0.13916361331939697,1,1,tie
"Playas nudistas para las  moras y que así de una vez sientan lo que es la Libertad, @user      Payaso",1,1,0.9980788230895996,1,0.7632299065589905,1,1,tie
"Para poner playas para perros ponemos el grito en el cielo , pero después leo esto y alucino , no porque no tengan derecho , si no porque esto los políticos lo apoyan y lo otro no se mojan para que podamos pasar las vacaciones normales con nuestras mascotas.",0,1,0.9130176305770874,1,0.6523212194442749,0,0,tie
Pues lo siguiente sera pedir poder cortar nuestras cabezas,0,1,0.6941601634025574,0,0.35680991411209106,0,1,context_wins
Hay que ser tonto para creerse esta noticia,0,0,0.001632310333661735,0,0.027024468407034874,1,1,tie
URL  pero quién tiene tan poco cerebro de creerse a este panfleto de fakes,0,0,0.0017173124942928553,0,0.024903694167733192,1,1,tie
E Iglesias el sultán del harén,0,0,0.025455890223383904,0,0.25838232040405273,1,1,tie
"Podríais al menos eliminar la noticia ahora que se sabe que es falsa, ¿no?
Vale que manipuleis, que mintais, que odieis, pero al menos podríais tener un poco de dignid.... bueno, haced lo que queráis...
@user #FelizViernes URL",0,0,0.0011511724442243576,0,0.021396901458501816,1,1,tie
"¿Noticia del 2015?  Ahora que el titular sea...  ""La Episcopal española pide una playa privada para los fieles católicos ""  Declaran  que el desnudo del topless y según que trajes de baños no son para católicos.

A ver cuanto duraría  en decir algo alguien...",0,0,0.0030901061836630106,0,0.07362055778503418,1,1,tie
Que vergüenza que una mujer tenga que ir a otra playa porque los hombres sean unos cerdos acosadores,0,0,0.0028987594414502382,0,0.2063872516155243,1,1,tie
El harem del coletas.,0,0,0.014472099021077156,0,0.21716035902500153,1,1,tie
Las contradicciones de la izquierda rancia !!! Y los ciegos sectarios sin abrir los ojos!!!,0,0,0.0012959777377545834,0,0.02567926049232483,1,1,tie
"Jajajaja musulmanas en la playa con poca ropa. Al menos lee la noticia que comentas para no quedar como una inculta. Poca ropa dice, si van tapadas de pies a cabeza y no pueden meterse ni en el agua.",1,1,0.9904112815856934,1,0.9695093631744385,1,1,tie
"Por cierto, no se de donde sacas que me parece normal que acosen a las mujeres.. Ni por ir con poco ropa, ni por no llevar nada. Cada uno que vaya como quiera y no obligado como las mujeres musulmanas. La solución no es la separación si no la integración.",1,1,0.9926609992980957,1,0.9317871928215027,1,1,tie
Yo quiero una playa para monjas católicas. Si esto te parece una tontería... lo de la playas para mujeres musulmanas también lo es.,0,0,0.018023617565631866,0,0.2442396879196167,1,1,tie
"Si lo hacen, deberíamos ir todos allí con nuestros perros. Yo pagaría la multa encantada",0,1,0.9991616010665894,1,0.9182208776473999,0,0,tie
Y por qué no se la lleva el Pablo e Irene a su piscina??,0,0,0.03710786998271942,0,0.3287923038005829,1,1,tie
"Pero si ellas se bañan en la playa!!vestidas pero sin problema, lo que si que no me parece que lo hagan en las piscinas!!",1,1,0.9791314601898193,1,0.8398756980895996,1,1,tie
"¿Qué?. La playa es pública, (es para todos). Pueden ir a la playa, cuando quieran , compartiendola con el resto, como todos. Pero, lo de dejar una zona sólo para ellos. Ni de coña.  ¿Es que no quieren integrarse?",1,1,0.9887621998786926,1,0.6881991624832153,1,1,tie
"Entonces,... ¿Es mejor que sigan yendo a la playa tapadas porque no guste que se creen zonas exclusivas de baño?

Sé que la idea es controvertida pero no creo que la idea sea mala. La iniciativa me parece bien.",0,0,0.38130277395248413,0,0.16445980966091156,1,1,tie
"Yo puedo ir si quiero a una playa nudista o una playa gay y no me daran ostias.

Incomparable totalmente! URL",0,1,0.9823912978172302,1,0.8025004863739014,0,0,tie
Eso se llama apartheid. ¿También crearán una playa para negros y otra para blancos? 😳,0,0,0.014208093285560608,0,0.12471360713243484,1,1,tie
Y quién o qué es podemos para crear nada?,0,0,0.0019969968125224113,0,0.06380904465913773,1,1,tie
"Playas privadas tb??!
Qué privilegio!!!! Ni Kasogui!!!!
Pues yo quiero una playa privada para mí y para mis invitados; lo mismo no queremos ser observados por el resto del mundo.
Lo q hay que ver, leer y escuchar!!",0,0,0.15919604897499084,0,0.33300143480300903,1,1,tie
"Con podemos puede suceder como en Venezuela, que nadie va a la playa porque se pasan el día haciendo cola para ver si pueden comprar algo para comer",0,1,0.9977970123291016,1,0.7073044180870056,0,0,tie
Pues pasearé allí con mi mascota y QUE ARDA EL MUNDO!!!!! URL,0,1,0.9946621060371399,1,0.9157114028930664,0,0,tie
....lo prefiero,0,0,0.27734917402267456,0,0.17032687366008759,1,1,tie
Todas las playas son dominio público. #NoALosGuetos,0,0,0.22397594153881073,0,0.4277436137199402,1,1,tie
Pero las podrán acosar sexualmente lod suyos como hacen con las demás mujeres?,1,1,0.6101287603378296,1,0.8367857933044434,1,1,tie
Que Nine aquí podemos 🖕,0,1,0.9979813694953918,1,0.8924801349639893,0,0,tie
Montaremos una nudista a su lado,0,1,0.9553551077842712,0,0.4209264814853668,0,1,context_wins
"Para equilibrar en los paises del islam debería de haber playas para nudistas, a ver cuando",0,1,0.9979111552238464,1,0.8803289532661438,0,0,tie
"""Islamizando"" nuestras playas, que son de dominio público?

Privatización a la musulmana?

Es éste vuestro concepto de feminismo?

@user",1,1,0.996407687664032,1,0.8292690515518188,1,1,tie
"Que alguien de #Podemos me explique, por favor, cómo se puede luchar por el feminismo y la igualdad y a la vez por el burka y la mujer en el islam.",0,0,0.001178947277367115,0,0.04299110546708107,1,1,tie
"Yo quiero mas playas nudistas, que cada vez hay menos y los de podemos y amigos las estan prohibiendo",0,1,0.9981486797332764,1,0.8613885045051575,0,0,tie
Patéticos los de Podemos como siempre.,0,0,0.0053749894723296165,0,0.09391402453184128,1,1,tie
Pueden ponerles las playas de las sombrillas amarillas,0,1,0.9789470434188843,1,0.8513518571853638,0,0,tie
"A eso se le llama ""integración""!! En Barcelona hace poco también @user ha hecho una playa exclusiva para poder ir con perros!
Hace tiempo que hay playas exclusivas para nudistas...
Enfin, nos vamos a quedar sin Litoral como sigamos integrando tantas singularidades!",0,1,0.9648489356040955,0,0.4838062822818756,0,1,context_wins
Esto es una broma ¿verdad?,0,0,0.003569274442270398,0,0.06014484539628029,1,1,tie
Creo que me voy a dar una vuelta por alli en top less...,0,0,0.003723579691722989,1,0.578158438205719,1,0,baseline_wins
Discriminatorio con los demás ciudadanos. Si fuera al revés se echarían las manos a la cabeza y nos llamarían racistas y xenófobos,1,1,0.9795275330543518,1,0.6357320547103882,1,1,tie
"Que vergüenza marcando las curvas que provocativas, que vergüenza. 🤣🤣🤣",0,0,0.0009985018987208605,0,0.05154893547296524,1,1,tie
Los buenos de las fake news están de vacaciones,0,0,0.0012404597364366055,0,0.023122189566493034,1,1,tie
"Y no es más fácil mandarlas a las playas de Marruecos, Argelia, Túnez, Libia.
Además esto les permitiría estar acompañada por sus queridos maridos, amigos o ""vigilantes"".
A que es buena idea, Pablito? 😎",1,1,0.9971754550933838,1,0.9229196906089783,1,1,tie
"Y sus maríos en las que no son para musulmanas, marisqueando a nuestras mujeres e hijas",1,1,0.9995667338371277,1,0.9807484149932861,1,1,tie
VIOLANDO,1,0,0.01985320635139942,0,0.12325198948383331,0,0,tie
"El tema es URGENTE!!
#YoVotoVox
#VOXExtremaNecesidad
#EleccionesGeneralesYA
#FronterasSeguras
#SanchezDimisión
#SánchezVeteYa
#DefiendeEspana
#EleccionesYa
#VOXÚnicaOposición
#VOXAvanza
#VOXÚtil
#Inmigración
#FronteraSur
#DespiertaEuropa
#VoxAhora
#España",0,0,0.005959130823612213,0,0.16557754576206207,1,1,tie
Podemos no va a crear nada que este fuera de villatinaja 😁😁👍,0,0,0.028133749961853027,0,0.48313918709754944,1,1,tie
"Hay que llenarlas de medusas, si es que éstas no se asustan. El colETA está financiado por Irán. A alguien le extraña este esperpéntico planteamiento? URL",0,0,0.0010003242641687393,0,0.09067799896001816,1,1,tie
"El día q la abran me iré a bañar en pelotas.. es más, una macroquedada nudista estaría de cine Todo acompañado de una buena Barbacoa",0,1,0.9365460276603699,1,0.5696592926979065,0,0,tie
En la playa de Galapagar.,0,0,0.2872362732887268,0,0.3317219018936157,1,1,tie
"Espero que sea broma. Y si es así, para que disfruten debajo de ese PUÑETERO traje moderno que llevan, pongan esa zona, al lado de una playa nudista, a ver que pasa.",1,1,0.9478708505630493,0,0.49668124318122864,1,0,baseline_wins
Crear una playa para ellas ya es descriminarlas en si. Asi que su fin resulta ser una mierda,0,1,0.9969950914382935,1,0.843072772026062,0,0,tie
Que la pongan al lado de las nudistas 🤣🤣🤣😂😂😂😂😂😂😂😂,0,0,0.08016839623451233,1,0.7376456260681152,1,0,baseline_wins
Mientras elijen playa pueden ir utilizando la piscina privada del jefe de Jodemos.,0,1,0.9488763809204102,1,0.5895220637321472,0,0,tie
Más valía que crean más playas para perros... que por lo menos alegra la vista verlos jugar en el mar y no está subespecie humana que da auténtica pena verlas.,1,1,0.9957181811332703,1,0.7985854744911194,1,1,tie
Perdon???? Lo que faltaba ya!!!,0,0,0.0017413633177056909,0,0.1570412814617157,1,1,tie
Yo también quiero mi playa!,0,1,0.9882546663284302,1,0.7595611810684204,0,0,tie
"Pues que las pongan en Marruecos y así, con un poco de suerte no vuelven",1,1,0.9962031245231628,1,0.9498233199119568,1,1,tie
Las has visto bañarse alguna vez de esa guisa? Cuando se meten en el agua son pompas negras! 😂😂😂😂,0,0,0.07734853029251099,0,0.1452849805355072,1,1,tie
Es una trola,0,0,0.047161202877759933,0,0.11934531480073929,1,1,tie
"Algo tienen que soltar para que no se hable de la subida de impuestos y la subida de techo de gasto a costa de nuestros sueldos ni las ilegalidades que aprueban con sus socios totalitarios, PSO€ y bilduetarras...",0,0,0.007303435355424881,0,0.10381129384040833,1,1,tie
Me está haciendo mucha gracia la gente que se lo está creyendo 🤣🤣,0,0,0.00155725353397429,0,0.029554137960076332,1,1,tie
"Pues no se las pongas al lado de la playa para estas, porque los musulmanes dicen que los perros son animales impuros, lo mismo que dicen de las mujeres que no son musulmanas.",1,1,0.7734376192092896,0,0.4322024881839752,1,0,baseline_wins
"En mi playa noooo, en playa vas como te de la gana pero a cara descubierta",0,1,0.8363937735557556,1,0.7007930874824524,0,0,tie
Que lo intente,0,0,0.06233196333050728,0,0.4267452657222748,1,1,tie
"En los Monegros, es lo normal.",0,0,0.014847103506326675,0,0.24690072238445282,1,1,tie
Podemitas SOIS RETRASADOS MENTALES,0,0,0.005483699031174183,0,0.2072892189025879,1,1,tie
En Perejil hay sitio,0,0,0.012845728546380997,0,0.2848268151283264,1,1,tie
"Y las playaa para los españoles, estaran o estara marcada? Porque a este paso no nos quedara ni una",1,0,0.017445549368858337,0,0.3708338141441345,0,0,tie
Que no se sientan discriminadas ????????a vale que en su país no lo estan.,1,0,0.08309910446405411,1,0.9009878635406494,0,1,context_wins
"Los que tenemos perros no podemos llevarlos a la playa, nos sentimos discriminados. ¿Van a crear playas para mascotas?",0,1,0.9872385263442993,1,0.6485815644264221,0,0,tie
"En vez de decretar su libertad de los trapos negros y prohibirlos, les dara playas para q sigan como animales",1,1,0.9991841912269592,1,0.9446625113487244,1,1,tie
"Esto es una broma...... La mayor desgracia para una mujer,es nacer en un pais musulman",0,1,0.8016457557678223,0,0.49345308542251587,0,1,context_wins
"Es #bulo #fakenews.
Bastante con lo que hacen para desviarnos...",0,0,0.00153596349991858,0,0.025849761441349983,1,1,tie
"Al margen de bulo.
Esto no atentaría contra la ley de costas?
A lo tonto, nos están ""privar-tizando"" las playas. Que si ""perros"", que si "" no-fumadores"", que si ""yoquesé""...",0,1,0.9993996620178223,1,0.8552257418632507,0,0,tie
"Creo que en Arabia Saudí las mujeres están tan integradas que no pueden conducir, tienen que ir cubiertas has las pestañas a la playas, no pueden viajar solas sin consentimiento de algún hombre de la familia...si estas inmigrantes es eso lo que buscan, que cambien de país!",1,1,0.9984515905380249,1,0.9245048761367798,1,1,tie
"No dudo q lo deseen, pero de ahí a que se atrevan a proponerlo va un mundo.",0,0,0.0009323139092884958,0,0.0905502438545227,1,1,tie
"Pues visto lo visto, prefiero q proliferen las nudistas y mira q no va conmigo",0,0,0.061665356159210205,0,0.3594248294830322,1,1,tie
"Pues si, porque ellos aman a los musulmanes",0,1,0.994422972202301,1,0.9073770046234131,0,0,tie
"En su país a playa para ellos, no??? Que se vayan allí. A ver si en una playa que yo llevo yendo toda mi vida. Se la dan para ellos solitos. Eso es discriminacion",1,1,0.9990739822387695,1,0.9608586430549622,1,1,tie
"Yo también quiero una, que soy budista",0,0,0.006807589437812567,0,0.18130794167518616,1,1,tie
"Hace mucho que son así. No sé qué los hizo dejar de ser vikingos, pero fue antes que los musulmanes fueran un problema",1,0,0.0438675619661808,0,0.17135865986347198,0,0,tie
Que agudo; los rojos quieren ser musulmanes.,0,0,0.0020995191298425198,0,0.12746673822402954,1,1,tie
"los rojos son agnósticos o ateos, lumbreras.",0,0,0.0021191751584410667,0,0.022016357630491257,1,1,tie
"El catolicismo es una ofensa para nuestros ""hermanos"" Musulmanes. Ya denunciaron a España nuestros ""hermanos"" Por las procesiones de Semana Santa
URL",0,1,0.8294968008995056,1,0.6610891819000244,0,0,tie
Si es una ofensa....que hay que hacer...,0,0,0.4979478120803833,0,0.06599745899438858,1,1,tie
"Esta asignatura se enseña por solicitud de los padres al igual que el catolicismo, no van a substituir nada solo añadir algo más por quejas de la comunidad musulmana",0,0,0.3927488327026367,0,0.30291858315467834,1,1,tie
"Así es amigo , alguno ya por ahí
hay mucho desconocimiento de cómo cambiará este país , si seguimos mimando a esta cultura , totalmente incompatible con la nuestra .Musulmanes a su país !",1,1,0.999649167060852,1,0.9778600931167603,1,1,tie
"* Alguno por ahí ya hay
( Musulman en rampa de despegue y escalando  )",0,0,0.036592818796634674,1,0.8018049001693726,1,0,baseline_wins
Pues que se jodan.  Este año todos a procesionar aunque no seas creyente,0,1,0.9643400311470032,0,0.28295227885246277,0,1,context_wins
"Colegios vascos eliminan a “Jesús” de los villancicos para no molestar a los alumnos musulmanes URL vía @user

Los musulmanes se ponen como objetivo ""destruir la Navidad"": ""Es un insulto a nuestras costumbres. Va en contra de… URL",1,1,0.9991984963417053,1,0.9351920485496521,1,1,tie
De donde has sacado los listado Agustín,0,0,0.02274196408689022,0,0.256388396024704,1,1,tie
De los violadores inmigrantes no se habla para que no se genere islamofobia y a los agresores de extrema izquierda no se les detiene para que la sociedad no abra los ojos.,1,1,0.9957668781280518,1,0.9662284255027771,1,1,tie
"Y todo esto financiado con el dinero de los inmigrantes que VOX se quiere deshacer! Hahaha!! Abbas Khaal tendrá trabajo para justificar que lo paguen iraníes! Y el otro, el SMITH español, muy español URL",1,1,0.9946269392967224,1,0.630503237247467,1,1,tie
Inmigrantes?🤣🤣🤣.Deja las drogas y Smith no es Español?Ha venido en alguna patera?No tiene ningún antepasado Español?🤡🤡🤡🤡🤡🤡🤡🤡.Hablando de moros.Que hay detrás de que todos los partidos hayan colaborado con la invasión islámica?El dinerito Saudí,0,1,0.9011625647544861,1,0.7732800245285034,0,0,tie
"Otro aborregado que defiende EL GOLPE de Estado. Pues Tantori, vas a tener @user Y @user en el TSJ para que no salgan de la cárcel en unos años tus amigos golpistas. Por lo menos gracias a Vox ya llevan una temporada en la cárcel, es decir, su sitio.",0,0,0.005550011061131954,0,0.05787041783332825,1,1,tie
"Sois el populismo de extrema derecha sazonado con el más rancio tradicionalismo reaccionario español. Conspiración francojudeica, culpabilización del inmigrante, exaltación de lo irracional, identificación de un enemigo origen de todo problema...ni venceréis ni convenceréis.",0,0,0.014832597225904465,0,0.10074494779109955,1,1,tie
"Otro aborregado que defiende EL GOLPE de Estado. Pues Rodri,  vas a tener @user Y @user en el TSJ para que no salgan de la cárcel en unos años  tus amigos golpistas. Por lo menos gracias a Vox ya llevan una temporada en la cárcel, es decir, su sitio.",0,0,0.002631278708577156,0,0.03841318562626839,1,1,tie
Millones?? Contáis españoles igual que inmigrantes frente a la valla. 🤣🤣,0,0,0.010284253396093845,0,0.3089008629322052,1,1,tie
Los parasitos de esta sociedad los perroflautas a toda esta chusma se le va a acabar el chanchuyo cuando vox este en el gobierno central los inmigrantes ilegales en general la gentuza,1,1,0.9996435642242432,1,0.9562570452690125,1,1,tie
"Y ahora nos iluminas con que quieres eliminar las Comunidades Autónomas y los chiringuitos de amiguetes. Menudo charlatán !!!
No hablas de cómo luchar contra el paro, de la sanidad, la educación, los impuestos.....sólo de los comunistas y nacionalistas catalanes y la inmigración",0,1,0.961341142654419,0,0.27721497416496277,0,1,context_wins
Robo canallesco a los españoles,0,1,0.9050358533859253,1,0.5794488191604614,0,0,tie
Disculpe. De qué es ese listado?,0,0,0.007069406099617481,0,0.10610765218734741,1,1,tie
Seguro que tú ya cobras muy bien del estado.,0,0,0.0010593761689960957,0,0.2637456953525543,1,1,tie
"Los bulos tienen muchos objetivos, uno de sus principales son las personas inmigrantes y refugiadas.

Uno de cada 3 preguntas que nos hacéis son potenciales desinformaciones sobre migraciones. Recibe nuestros desmentidos en tu WhatsApp

#MalditaMigracion

URL",1,1,0.7368083000183105,0,0.3012365698814392,1,0,baseline_wins
"Aquí puedes apuntarte a nuestro boletín.

Luchemos en todos lados contra la mentira.

URL",0,0,0.0019707465544342995,0,0.010977242141962051,1,1,tie
Os voy a poner una facilidad podéis desmentir qué todas las agresiones sexuales de este 2019 en España son de personas nacidas en el extranjero?,0,1,0.8961370587348938,0,0.14949683845043182,0,1,context_wins
Excelente y necesario proyecto contra los bulos de la inmigración. Preveo un aumento importante conforme se acerquen las elecciones en Valencia. No estáis en Telegram?,0,1,0.6090309023857117,0,0.24510206282138824,0,1,context_wins
Estamos por aquí ➡ URL,0,0,0.026654623448848724,0,0.06158990412950516,1,1,tie
"Me gustaría saber que pasará cuando los inmigrantes vengan creyendo que esto es Jauja y se encuentren con la dura, fría y cruda realidad. Si los que tienen arraigo en el país se las ven y se las desean para salir adelante, normalmente con ayuda familiar, a ver como se lo montan.",1,1,0.9828314781188965,1,0.9253263473510742,1,1,tie
"Se os acabó el difamar, mentir y crear informaciones falsas sobre inmigración.  👏👏👏👏
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user",0,0,0.02327359840273857,0,0.09539543837308884,1,1,tie
"Más del 30% de la violencia machista viene de la mano de inmigrantes.

Ese dato vale?",1,0,0.18172883987426758,0,0.46757516264915466,0,0,tie
"😂

Te tienes que reír",0,0,0.005250725895166397,0,0.016744866967201233,1,1,tie
Estaba esperando esto desde hace algún tiempo y más ahora porque estoy hasta las narices de los bulos de inmigración que llevan el último mes pasando en el grupo de la familia. ¡Gracias!,1,0,0.43331170082092285,0,0.4151887893676758,0,0,tie
"Vaya!!! Siempre luchando hacia inmigrantes, y luego ves viviendo en trastero mujer mayor con hijo discapacitado",1,1,0.5409014225006104,1,0.8007706999778748,1,1,tie
Qué porcentaje de los asesinos machistas son inmigrantes?,0,0,0.0035550736356526613,0,0.30493563413619995,1,1,tie
Ya que solo acusas   inmigrantes muchas violadas de esa lista son inmigrantes,1,0,0.06582682579755783,0,0.3237000107765198,0,0,tie
"Y? No te sigo, es menos delito si violan a una inmigrante?",1,1,0.9945456981658936,1,0.6871929168701172,1,1,tie
"Para mi es lo. Mismo pero para ti no, es mas delito un. Inmigrante y para mi son todos unos mierdas incluido españoles",0,1,0.9085329174995422,0,0.4543802738189697,0,1,context_wins
"Lo explico otra vez, nace una cuenta anti bulos y yo pongo un supuesto bulo de alguien cercano a VOX, una lista de violaciones. ¿Es verdad, mentira, cierta la mitad? Es lo que quiero saber y no me han aclarado por ahora. La lista es amplia, supongo estará en estudio.",0,0,0.0023431815207004547,0,0.015766194090247154,1,1,tie
"Hola !! Muy buena idea!! Ayer casualmente recibi un WhatsApp donde decia que se dejara de atudar a los inmigrantes y asosiaciones . Pedia que se difundiera..a quien me lo envio le dije que me diera argumentos. Aun los estoy esperando. Le dije eres, un ignorante.",0,1,0.9388879537582397,1,0.7353900074958801,0,0,tie
