source,id,comment_id,text,level1,level2,level3,level4,stereotype_a1,stereotype_a2,stereotype_a3,stereotype,stereotype_soft,implicit_a1,implicit_a2,implicit_a3,implicit,implicit_soft
detests,d_457_01,d_457,Lo pensó el que se bebió el zumo.,0,d_345,d_301,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_458_01,d_458,"los mejores, los más valientes, los más preparados.",0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_458_02,d_458,"este apuntaba a verdugo, creía que aquí había pena de muerte",d_458_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_459_01,d_459,"No pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela Carmena.",0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_460_01,d_460,Tremenda pole si señor,0,d_301,d_301,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_461_01,d_461,Welcome refugees,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_462_01,d_462,Demuestra iniciativa.,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_462_02,d_462,Que le den dos pagas.,d_462_01,0,0,20190716_CR,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_463_01,d_463,"los mejores, los más sedientos",0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_464_01,d_464,Los mejores.,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_464_02,d_464,Los más valientes,d_464_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_465_01,d_465,Venid ya,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_466_01,d_466,"Loss mas valientes, los que mejor cortan nuestras cabezas, Para vosotros, socialistas, izquierdistas, y no racistas,",0,0,0,20190716_CR,1,1,1,1,0.9526,0,0,1,0,0.2689
detests,d_467_01,d_467,"Yo siempre he tenido una duda biológica sobre las decapitaciones, con un hacha vale, pero como puedes separar totalmente la cabeza del cuerpo con una daga?",0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_467_02,d_467,La columna vertebral no se romperá asi como asi imagino,d_467_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_468_01,d_468,Con el Zumo no se juega.,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_469_01,d_469,Ufff que mal lo pasan los que se siben a una patera que las mafias los maltratan.,0,0,0,20190716_CR,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_469_02,d_469,Deberíamos de poner un Costa Crucero cada 500m para rescatar a las pateras y construir un aeropuerto en Bab Sebta para que puedan cruzar el estrecho e un Airbus A380.,d_469_01,0,0,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_469_03,d_469,Todo lo demás es cosas de fachas.,d_469_02,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_470_01,d_470,"Claro, estaba ante un caso aislado.",0,d_270,d_270,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_471_01,d_471,Está claro que vienen los mejores.,0,0,0,20190716_CR,1,1,1,1,0.9526,0,1,1,1,0.7311
detests,d_471_02,d_471,Haced que pase putos rojos de mierda.,d_471_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_472_01,d_472,No han dicho ya que vienen los mejores y los mas preparados?,0,d_467,d_467,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_473_01,d_473,El que mata a un ladrón...,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_474_01,d_474,Son sus costumbres y hay que respetarlas...,0,0,0,20190716_CR,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_475_01,d_475,Costumbres...,0,0,0,20190716_CR,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_476_01,d_476,"Solo vienen los mejores, los más valientes",0,0,0,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_477_01,d_477,Los mas valientes,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_478_01,d_478,Jajaja Acojámosles,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_479_01,d_479,en Ronda?,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_480_01,d_480,Pura supervivencia.,0,d_270,d_270,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_480_02,d_480,Me pones en riesgo?,d_480_01,d_270,d_270,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_480_03,d_480,Te mato.,d_480_02,d_270,d_270,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_481_01,d_481,"«Muchos pierden la cabeza allí subidos», se escucha decir a menudo a los que sobreviven al viaje.",0,0,0,20190716_CR,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_481_02,d_481,Ya te digo,d_481_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_482_01,d_482,traficante de personas ≠ inmigrante ilegal,0,d_473,d_473,20190716_CR,1,1,1,1,0.9526,0,0,0,0,0.0474
detests,d_483_01,d_483,Esto es lo que importas cuando los rescatas en lugar de hundirlos.,0,0,0,20190716_CR,1,1,1,1,0.9526,1,1,0,1,0.7311
detests,d_484_01,d_484,Hay que darle cariño.,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_485_01,d_485,Dicen que ya le han buscado un puesto en una carnicería de Almería,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_486_01,d_486,lastima que no se volvio loco del todo y se suicido de paso..,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_487_01,d_487,"Con lo difícil que es cortar un filete con nervios, no sé como cortan las cabezas tan bien.",0,0,0,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_488_01,d_488,Maldito racista de mierda.,0,d_482,d_473,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_488_02,d_488,Se dice migrante y las personas no son ilegales que me lo ha dicho la Marquesa de Galapagar.,d_488_01,d_482,d_473,20190716_CR,1,1,1,1,0.9526,0,0,0,0,0.0474
detests,d_489_01,d_489,VIENEN A PAGAR NUESTRAS PENSIONES.,0,0,0,20190716_CR,1,1,1,1,0.9526,0,1,1,1,0.7311
detests,d_489_02,d_489,"Son ciudadanos 10, tan válidos o más que tú.",d_489_01,0,0,20190716_CR,1,1,1,1,0.9526,1,1,0,1,0.7311
detests,d_489_03,d_489,"Debemos de darles más paguitas, para que se integren y nos ayuden como personas que somos",d_489_02,0,0,20190716_CR,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_490_01,d_490,"dejad de copiar noticia a periodistas q quieren destruir internet, el q le corto es el mafioso de la patera eso lo dicen al final",0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_491_01,d_491,En Ronda no tenéis nada para él?,0,d_485,d_485,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_491_02,d_491,Le queda mas cerca al muchacho,d_491_01,d_485,d_485,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_492_01,d_492,No pasa nada.,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_492_02,d_492,Toda esta gente que decapita o que lanza a su propio bebé por la borda al llegar aquí se convierten en bellísimas personas.,d_492_01,0,0,20190716_CR,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_492_03,d_492,"En un par de días están totalmente integrados, indistinguibles de cualquier otro europeo.",d_492_02,0,0,20190716_CR,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_492_04,d_492,Así que dejad de estigmatizar putos fachas.,d_492_03,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_492_05,d_492,"Un error lo puede tener cualquiera, pelillos a la mar.",d_492_04,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_493_01,d_493,Invasión bárbara,0,0,0,20190716_CR,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_494_01,d_494,Viene una barca con uno sin cabeza y les dejan entrar a España jajaja venga dentro de nada todos con armadura para evitar que nos maten.,0,0,0,20190716_CR,1,1,1,1,0.9526,0,0,0,0,0.0474
detests,d_495_01,d_495,"Si, seguro que el resto estaba en shock, si...",0,0,0,20190716_CR,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_496_01,d_496,"los mejores mas preparados para cortar calabacines, este trabaja nada mas tocar tierra.",0,0,0,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_497_01,d_497,Oumar separó la cabeza del cuerpo de su víctima y la tiró por la borda.,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_497_02,d_497,El cuerpo decapitado permaneció en la barca 45 minutos más.,d_497_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_497_03,d_497,Hasta que Oumar decidió que los demás habían comprendido de lo que era capaz de hacer y que ninguno se rebelaría por el terrible crimen que acababa de cometer.,d_497_02,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_497_04,d_497,Realmente fue consecuente y aplico extremadamente el correctivo que mejor resultado puede dar ante una tripulacion que va a la deriva y que se puede amotinar en cualquier momento...,d_497_03,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_497_05,d_497,aplico un correctivo a un ladron en circunstancias extremas y asi lo explica en su razonamiento....,d_497_04,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_497_06,d_497,el resto del viaje fue tranquilo y dentro del orden...,d_497_05,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_497_07,d_497,Este mismo correctivo es el que se aplica en el pais del que proceden y gracias a este tipo de metodos barbaros mantienen la delincuencia y las masas controladas.....,d_497_06,0,0,20190716_CR,1,1,1,1,0.9526,1,0,0,0,0.2689
detests,d_497_08,d_497,despues vienen a paises civilizados y los correctivos que nosotros aplicamos son caricias para ellos y asi nos va con ellos....,d_497_07,0,0,20190716_CR,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_498_01,d_498,"Vienen los mejores, los más preparados.",0,0,0,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_498_02,d_498,En este caso tenía un master en decapitación.,d_498_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_499_01,d_499,"Si, pero no tenemos playa.",0,d_491,d_485,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_499_02,d_499,"Un saludo desde Ronda, Malaga",d_499_01,d_491,d_485,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_500_01,d_500,"Los mejores, los más valientes",0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_501_01,d_501,"se que estás de coña pero emigrante es el que se va, independientemente de otros factores e inmigrante es el que llega, es decir para nosotros son inmigrantes, de verdad hay peña que dice eso en serio?",0,d_488,d_473,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_502_01,d_502,Jeje sublime pole,0,d_499,d_485,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_503_01,d_503,"Y los mejores, y los más valientes.",0,d_507,d_507,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_503_02,d_503,La vieja dixit,d_503_01,d_507,d_507,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_504_01,d_504,hazquepase,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_505_01,d_505,"És lo que tiene la inmigración sin control que te entra gente así, este por qué mira es un caso extremo y ni se espero a desembarcar.",0,0,0,20190716_CR,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_506_01,d_506,"Pues se siente uno más seguro andando por Málaga sabiendo estas cositas, di que sí.",0,0,0,20190716_CR,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_507_01,d_507,Los más preparados,0,0,0,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_508_01,d_508,Los más valientes...,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_508_02,d_508,Valientes hijos de puta,d_508_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_509_01,d_509,Un abrazo desde El Ejido Tetuán,0,d_485,d_485,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_510_01,d_510,Hajajaajja,0,d_301,d_301,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_511_01,d_511,Bellisima persona debe ser....,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_512_01,d_512,Inmigrantes de calidad.,0,0,0,20190716_CR,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_512_02,d_512,Perdón... Migrantes de calidad.,d_512_01,0,0,20190716_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_513_01,d_513,¿Cuánto llevas sin ver un telediario?,0,d_501,d_473,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_513_02,d_513,"Porque todos los días hay noticias sobre “migrantes” en TVE1, Telecirco y LaSecta...",d_513_01,d_501,d_473,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_514_01,d_514,Yo creo que fue sin querer.,0,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_514_02,d_514,Se estaba comiendo una manzana y de repente un golpe de mar agitó la embarcación con tan mala fortuna que el pobre hombre se cayó hacia atrás y cercenó la cabeza del otro pobre migrante.,d_514_01,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_514_03,d_514,La culpa la tienen el mar y los afiladores de cuchillos.,d_514_02,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_514_04,d_514,El mar encima es de color azul y se podría insertar dentro de violencia machista.,d_514_03,0,0,20190716_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_515_01,d_515,hay que ser hp para robar un zumo en alta mar.,0,0,0,20190716_CR,0,0,1,0,0.2689,0,0,1,0,0.2689
detests,d_516_01,d_516,Estos no eran todos ingenieros industriales en paro en su país?,0,0,0,20190716_CR,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_517_01,d_517,"Les pagaran ellos de su bolsillo ,si no se llenara España de inmigrantes ilegales total estos los legalizaran",0,0,0,20200708_MI,1,1,1,1,0.9526,0,1,0,0,0.2689
detests,d_518_01,d_518,Como conseguir 600.000 votos.,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_518_02,d_518,Vomitivo,d_518_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_519_01,d_519,"Para que les voten a ellos, pero ya!!",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_519_02,d_519,"Ay, pillines, ""50 euros p'al pan...""",d_519_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_520_01,d_520,"Esto lo hacen básicamente para que Vox les dé la contra réplica, haya debate y nos olvidemos de todas sus polémicas.",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_520_02,d_520,Europa jamás va a permitir regularizaciones masivas.,d_520_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_521_01,d_521,"Podemos es un partido judeo-masón, compra todo el paquete de los globalistas: capitalismo, deuda externa, perdida de la soberanía nacional, feminismo, aborto, ideología de género, homosexualidad, inmigración, dilución de la entidad nacional, ...",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_522_01,d_522,Es la manera más rápida y cómoda que tienen estos impresentables para hacerse con 3 millones de votos en las próximas elecciones.,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_523_01,d_523,Acepto que regularicen 100 inmigrantes ilegales si a cambio se lo llevan a Echenique.,0,0,0,20200708_MI,1,1,1,1,0.9526,0,0,0,0,0.0474
detests,d_524_01,d_524,"Para eso era la casa del Marques de Galapagar, para acogerlos a todos ellos aunque tengan que hacer turnos para dormir.",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_525_01,d_525,esto es lo que quieren Unidas Pandemias...,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_525_02,d_525,"regularizar a 600.000 ilegales, y que los demás (nacidos aquí e inmigrantes que se lo han currado trabajando como el que más) les paguemos la seguridad social, la paguita, las demás ayudas....",d_525_01,0,0,20200708_MI,1,1,1,1,0.9526,0,1,0,0,0.2689
detests,d_525_03,d_525,y ellos se aprovechen con 600.000 votos....que vergüenza....,d_525_02,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_526_01,d_526,A donde van a alojar estos 300000 inmigrates !?,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_526_02,d_526,Estoy seguro de que no los permitiría en su propia propiedades.,d_526_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_526_03,d_526,Seguramente habra que planear a robar y ocupar los propiedades de particulares indefesos.,d_526_02,0,0,20200708_MI,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_527_01,d_527,"Con 7 millones de parados, parece que lo ideal es que se vayan de España, tu también Echenique te podrías largar, buenos para España sin duda",0,0,0,20200708_MI,1,1,1,1,0.9526,0,0,1,0,0.2689
detests,d_528_01,d_528,"¿Le entregaran los 600,000 el movil a Pablito pestes para que les queme su tarjeta?",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_529_01,d_529,Europa ya lo permitió en 2005 con el PSOE.,0,d_520,d_520,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_529_02,d_529,Y lo volverán a hacer.,d_529_01,d_520,d_520,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_529_03,d_529,"Y así, vendrán más ilegales, a los que los progres no expulsarán, para que el ciclo se pueda volver a repetir una y otra vez, hasta que la mitad de España sea Africana, y esto sea una república bananera donde nos muramos todos de hambre.",d_529_02,d_520,d_520,20200708_MI,1,1,1,1,0.9526,0,1,1,1,0.7311
detests,d_529_04,d_529,Hay que parar esto.,d_529_03,d_520,d_520,20200708_MI,0,0,1,0,0.2689,0,0,1,0,0.2689
detests,d_529_05,d_529,YO VOX!!!,d_529_04,d_520,d_520,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_530_01,d_530,"Y Podemos tiene algún plan para atraer a los mejores ingenieros, programadores o ejecutivos de Argentina, México, Brasil, etc o solo interesa legalizar barrenderos, limpiadoras y manteros para comprar votos?",0,0,0,20200708_MI,1,1,1,1,0.9526,1,1,0,1,0.7311
detests,d_531_01,d_531,"Operación Catapulta, el que entra ilegalmente sale de vuelta de inmediato.",0,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_531_02,d_531,"El que venga de Rosario, Argentina, y dé x (( | también, aunque esté aquí legalmente.",d_531_01,0,0,20200708_MI,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_532_01,d_532,"Claro, así tendrán 600000 votos más para Podemos.",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_532_02,d_532,Y que el resto de españoles tendremos que mantener.,d_532_01,0,0,20200708_MI,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_532_03,d_532,Ellos tendrán su paguita sin trabajar.,d_532_02,0,0,20200708_MI,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_532_04,d_532,"Y de aquí unos años España será un país comunista, con sueldos de miseria y los españoles mendigando.",d_532_03,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_532_05,d_532,No tendremos ni para comer.,d_532_04,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_532_06,d_532,Adiós a la clase media.,d_532_05,0,0,20200708_MI,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_532_07,d_532,"Pero claro, los podemitas vivirán en palacios.",d_532_06,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_532_08,d_532,Cómo es posible que haya gente que les vote.,d_532_07,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_532_09,d_532,Es increíble.,d_532_08,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_532_10,d_532,Ya hemos comprobado que al PSOE y a Podemos no les importa nada lo que les pase q los españoles.,d_532_09,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_533_01,d_533,LAS PROPUESTAS DE UP SIEMPRE LO MISMO PREMIAR A VAGOS Y MALEANTES.,0,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_534_01,d_534,Ya se han asegurado 5 millones de votantes FIELES desde que ZParo hizo legalizaciones masivas en 2006-2007.,0,0,0,20200708_MI,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_534_02,d_534,Ahora legalizan unos 220.000 por año.,d_534_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_534_03,d_534,Tienen un futuro brillante los del P$oe y Podemos en España.,d_534_02,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_534_04,d_534,"Esto va a ser la repetición de los 37 años de P$oe en Andalucía, paguita eterna y voto cautivo agradecido.",d_534_03,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_535_01,d_535,"Lo que faltaba! Con medio pais en Erte y los que quedaran en paro, vamos a regularizar inmigrantes para que haya muchos mas cobrando del estado.",0,0,0,20200708_MI,1,1,1,1,0.9526,0,0,1,0,0.2689
detests,d_535_02,d_535,Esta gente piensa antes de hablar?,d_535_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_536_01,d_536,Lo suyo es que se vuelvan por donde vinieron,0,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_537_01,d_537,Impecable EFECTO LLAMADA.,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_538_01,d_538,"Estos de Podemos, o fuman perejil o le dan a la cazalla por la mañana.",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_538_02,d_538,"Por si no teníamos bastante paro y ayudas, que no llegan a todos, estos quieren meter a 600.000 más.",d_538_01,0,0,20200708_MI,1,1,1,1,0.9526,1,0,0,0,0.2689
detests,d_538_03,d_538,Éramos pocos y pario la abuela.,d_538_02,0,0,20200708_MI,0,0,1,0,0.2689,0,0,1,0,0.2689
detests,d_539_01,d_539,"Dentro de esos 600.000 irregulares que estos personajes, nos quieren meter por el c--lo, están los temporeros que han infectado la comarca de Segría que como señala el sargento Torra, son de Madrid que somos todos negros.",0,0,0,20200708_MI,1,1,1,1,0.9526,1,1,0,1,0.7311
detests,d_539_02,d_539,Y todavía hay gente que vota a estos individuos...,d_539_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_539_03,d_539,miedo me da ante tanto descerebrado con capacidad de voto...,d_539_02,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_539_04,d_539,"por cierto: Echenique,¿por qué no te vuelves a tu país?.",d_539_03,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_540_01,d_540,"Y darles una paga, no se os olvide la paga... TRAIDORES.",0,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_541_01,d_541,A disfrutar de lo votado...,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_541_02,d_541,España está destruida con estos INDIGENTES MENTALES al volante...,d_541_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_541_03,d_541,Que les den también 600.000 paguitas.,d_541_02,0,0,20200708_MI,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_541_04,d_541,Esto ya es Venezuela.,d_541_03,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_542_01,d_542,tener el pasaporte español no tiene ningún merito.,0,0,0,20200708_MI,0,0,1,0,0.2689,0,0,1,0,0.2689
detests,d_542_02,d_542,Compras medio cuarto de fiambre de pavo y te regalan la nacionalidad.,d_542_01,0,0,20200708_MI,0,0,1,0,0.2689,0,0,1,0,0.2689
detests,d_542_03,d_542,"Claro que si Podemos, los regularizamos, les damos el derecho a votar, y que usen la sanidad publica desde el primer instante, que ya vosotros vais a la Ruber.",d_542_02,0,0,20200708_MI,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_543_01,d_543,"Me parece una medida interesante y a estudiar, y que va en sintonía con lo hecho en Portugal e Italia en los últimos meses.",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_544_01,d_544,"Esa es la clave, hacer votos cautivos.",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_544_02,d_544,Donde sea y como sea con tal de que sumen lo suficiente para que los jefes de la banda sigan con sus privilegios.,d_544_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_544_03,d_544,"A estos, que no son demócratas salvo para contar votos, les importa un pito lo demás.",d_544_02,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_544_04,d_544,Que gobierne Rita la Cantaora.,d_544_03,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_545_01,d_545,"600.000 votos dentro de varios años, que serán el doble de votos, más de 1 millón, cuando vayan a Marruecos, Argelia, Senegal, etc, a traer esposa.",0,0,0,20200708_MI,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_545_02,d_545,Todavía faltan varios años pero los Podemitas tienen paciencia.,d_545_01,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_546_01,d_546,Debe ser una broma.,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_546_02,d_546,"Esto sería una quiebra técnica para España y el colapso total, pero parece que sólo les importan los votos.",d_546_01,0,0,20200708_MI,1,0,0,0,0.2689,0,0,0,0,0.0474
detests,d_547_01,d_547,"No hay personas ilegales, según la Iglesia todos son hijos de Dios.",0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_548_01,d_548,"Y quienes va a trabajar para pagarles su vivienda, educación y formación, alimentación, sanidad, etc, los 2 millones de parados que había cuando tomásteis el poder junto al P$oe o los 2 millones de parados adicionales que habéis creado desde que tomásteis el poder ?",0,0,0,20200708_MI,1,1,1,1,0.9526,1,1,1,1,0.9526
detests,d_549_01,d_549,Yo propondría quitar la nacionalidad Española a los perroflautas y a otros hijos de padres desconocidos.,0,0,0,20200708_MI,0,0,0,0,0.0474,0,0,0,0,0.0474
