comment_id,bt_text,bt_parent_text,bt_root_text,bt_hoax
s_179,"Gilipollas de nómina, como siempre.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_180,"Lo mismo de siempre, el mismo idiota de siempre, quiero decir.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_181,"Soros donará una pequeña cantidad de dinero, y lo está tirando por lo que queda de él en el convento.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_182,"He estado pagando por la fiesta asquerosa como tú durante muchos años... y mira, sigo aguantando.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_183,"Deben tener un plan, que estos políticos están más cerca de la gente y también ven la televisión, seguro que piden crédito y todas las URLs resueltas.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_184,"Tendremos que vender las propiedades de los izquierdistas y vaciar sus cuentas bancarias. Solidaridad con lo mismo, no con los demás.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_185,¿Ciudadanos a impuestos?,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_186,Todos los españoles,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_187,"Es que ahora Pedro Sánchez, traerá empresas y multinacionales para dar trabajo a estos inmigrantes más todos los que están entrando (a miles, por el efecto llamado) por Cádiz. Y con 4 millones de desempleados todavía.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_188,"Bueno, tú y yo.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_189,Acuario llega cada semana a España. No sé por qué tanto bombo. Es lo que hay. El efecto llamado ya está hecho hace años. Buscamos trabajo para pagar las casas ropa de comida y todo lo demás que estas personas ya se dan de por vida.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_190,"Tal vez con los millones de euros para el mantenimiento del Valle de los Caídos, impuestos impagados de la Iglesia y las grandes empresas, etc. dio para hacer algo...",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_191,Prefiero pagar por acciones humanitarias como esta que pagar por los caprichos de los ricos de muchos políticos corruptos o de la familia real.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_192,"En poco tiempo votan y devuelven los favores, hacen todo lo posible para obtener el poder.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_193,"Bueno, la derecha productiva, como siempre, para que los hijos de papá puedan hacer sus políticas.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_194,"Crítica de que hay una salud pública y necesaria para evitar posibles epidemias, pero no crítica de que el #PartidoParobar te ha dejado sin una Salud de calidad. También debes preocuparte más por lo que tu gobierno te quite de lo que damos a los demás.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_195,"Harán lo que hizo ZP, se irán y nos quedaremos... pagando y sufriendo las consecuencias.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_196,Sólo recuperar lo que algunos políticos y amigos nos han robado durante una larga temporada para ayudar a aquellos que lo necesitan.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_197,"Tal vez los Bancos, exigiéndolo.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_198,"Es la historia de siempre, PSOE arruina el país con sus residuos, entra en el PP nos aprieta, recupera el país, y cuando la cosa es + o - bueno, los impresentables aprovechan todas las medidas que las pp hacen para sacarnos de la quema, para ganar las elecciones, y repetir la historia",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_199,"Como siempre, nosotros, los socios como siempre disparando con King Plumer.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_200,"Si este desperdicio continúa, los contribuyentes deben organizar una planta y dejar de pagar impuestos en bloque. #ContributorPlant",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_201,Creo que les quitarán sus salarios y beneficios políticos para pagar por ello.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_202,Hemos gastado miles de millones dEuros distraídos con gracia xlos carrñer@s gürtelaZistas con alevosia+noctunidad+,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_203,"P Casualidad nadie quiere recordar las leyes peperas dExtranjería c/o Aznar: ""¿Son estos estigmas cancerosos en España????",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_204,¿Y todavía te estás preguntando? Obtendrás la parte de la factura.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_205,¿Así que no pagamos carreteras que no se usan y rescatamos el banco y el dinero que han robado y el banco de pensiones que lo derritió?,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_206,"Bueno, el mismo tipo que pagó por la fiesta de corrupción en el pp, supongo, cada vez que una fiesta...",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_207,"Creo que los inmigrantes no son el problema. Es todo lo que han sido robados de pleno derecho para aquellos que tenían que cuidar el bien común. Rescates bancarios, ejército y iglesia y monarquía son los gastos más altos de nuestro estado. Sólo aquellos que deben ser cortados no deben invertir",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_208,Esto es como cuando dicen... que volvemos tras la publicidad.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_209,"Para los planes de estudio habituales vamos a aumentar los impuestos/por qué, como ya sabemos, la salud no es gratuita/los pagos no contributivos a los inmigrantes son cada vez más/redonar la deuda catalana/4 más ministerios/vamos a sacar nuestra sangre en chorros",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_210,"Tú, y el resto de los españoles pagamos impuestos, entre los que me incluyo.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_211,"¿Necesitan una respuesta? ¿Seguro que adivinamos... ciudadanos? No, si notan que tengo estudios...",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_212,"Q miedo a la gente... en este tweet duele al alma con lo que lees x aquí... Me gustaría que hubiera otro mundo para darnos la verdad xq d, ni del vecino que se aman el uno al otro",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_213,"Tú y vete a la mierda, maldito racista.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_214,"Bueno, todos los que ven a esos ""ilegales"" como personas.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_215,Por el momento sólo los comensales han aumentado xo no han presupuestado para más pollos. Simplemente aumentará las listas de espera.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_216,"¡Espera a que un ratin empiece a subir impuestos a pie, que es donde siempre sacas dinero!",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_217,"Tú, por la solaridad y la humanidad.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_218,"Puedo responder a ustedes que pagarán el progreso del partido, como siempre lo mismo, en este paso + ministerios, asistencia sanitaria universal, refugiados que vendrán a las patadas, etc., cuando se den cuenta de que el PP tendrá la mayoría absoluta porque traerán a España a la ruina como siempre",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_219,"Todos los españoles, cuando salgan de España como un complot, vayan a casa a vivir sus vidas, votarán de nuevo a favor del PP para llevar adelante a España.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_220,Nuestros hijos,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_221,¡Lo de siempre!,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_222,"Pero está bien, elevarán el salario mínimo a 1000 euretes, recaudando algunos millones más de los trabajadores por cuenta propia y las empresas.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_223,Todos nosotros que trabajamos legalmente y tenemos contratos = clase media,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_224,"Por supuesto... como la derecha lo hacía bien, liquidando el banco de pensiones que Zapatero había dejado, endeudando al país más profundamente en la bancarrota en la que estamos, recortes sociales, represión... vamos, el paraíso es la derecha.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_225,Está claro que el dinero público no es de nadie para estos y luego los que votaron por ellos llamarán al PP para arreglarlo URL,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_226,"Es por eso que los ""izquierdistas"" están dispuestos a bajar la edad de voto, porque cuando empiezas a citar cosas te ves diferente.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_227,Este Pedro Sánchez nos arruina antes de que Zapatero dijera por primera vez que era para echar a Rajoy y convocar elecciones y ahora dice que las elecciones serán en 2020 lo que piensa toda su legislatura y esto nos arruina,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_228,"El presidente @user y su gobierno no lo van a hacer, no lo dudes.",Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_229,No mereces más respuesta que indiferencia y olvido.,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Hemos pasado de no poder pagar pensiones a dar atención médica universal a 800.000 inmigrantes ilegales... ¿quién va a pagar por el progreso del partido? #Aquarius,Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_230,"Hace 4 días España tenía millones de pobres, sanando en otoño, todo era malo. Hoy podemos recibir a millones de refugiados. Todo esto, el contribuyente paga por ello.",,"Hace 4 días España tenía millones de pobres, sanando en otoño, todo era malo. Hoy podemos recibir a millones de refugiados. Todo esto, el contribuyente paga por ello.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_231,"Mientras que los españoles tienen que pagar por vivienda, salud, educación... Los inmigrantes ilegales tienen su paga de 450€, vivienda gratuita, becas de educación prioritaria...","Hace 4 días España tenía millones de pobres, sanando en otoño, todo era malo. Hoy podemos recibir a millones de refugiados. Todo esto, el contribuyente paga por ello.","Hace 4 días España tenía millones de pobres, sanando en otoño, todo era malo. Hoy podemos recibir a millones de refugiados. Todo esto, el contribuyente paga por ello.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_232,"Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.",,"Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_233,¡No hubo igualación antes de los 1600 migrantes que usted dice! y las pensiones son muy pocas,"Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.","Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_234,"Para que mejor podría comenzar por bajar o eliminar los salarios de los alcaldes y concejales, que luego se gastan en donaciones a la Iglesia, con el fin de lavar sus conciencias y pagar la entrada del chalet en el cielo.","Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.","Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_235,"Si tienes esa forma de pensar, no me sorprende que ores para salvar tu alma, llena de racismo y odio y vacía de humanidad, lo cual demuestras al echarte de menos o quejarte de salvar vidas humanas.","Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.","Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_236,"Desde mi punto de vista, lo que el gobierno debería hacer es involucrar a toda Europa en este problema que tenemos en España con respecto a la inmigración. Gracias Susana por recordar siempre el #EquiparacionYa, de @user no entregamos @user @user","Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.","Este fin de semana más de 1600 inmigrantes ilegales han entrado en nuestro país con #salud. El gobierno debe explicarnos con qué los mantendrá, a qué costo. Así que nunca habrá dinero para pagar #pensiones o #EquiparaciónAhora a la nuestra, entre otras cosas.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
