source,id,comment_id,text,level1,level2,level3,level4,stereotype_a1,stereotype_a2,stereotype_a3,stereotype,stereotype_soft,implicit_a1,implicit_a2,implicit_a3,implicit,implicit_soft,english_translation
detests,d_1001_03,d_1001,No se trata de racismo se trata de que tenemos derecho a la tranquilidad,d_1001_02,d_1000,d_1000,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,It's not about racism and we have a right to peace and quiet.
detests,d_1002_01,d_1002,"A ver yo no soy racista no , pero me gusta el ORDEN así que cada uno a su país.",0,d_1000,d_1000,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"I'm not a racist, but I love ORDEN so everyone to their country."
detests,d_1003_01,d_1003,siempre nos quedará...VOX...,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,We'll always have...
detests,d_1004_01,d_1004,"VOX no dice ni mú, está tan ocupado en su escalada política que se les ha ido el Patriotismo por las cloacas del Congreso.",0,d_1003,d_1003,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,VOX doesn't say anything about me. He's so busy with his political escalation that they have been killed by Patriotism by the sewer of Congress.
detests,d_1004_02,d_1004,Yo les he votado.... pero ya no me representan.,d_1004_01,d_1003,d_1003,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I have voted for them but they are no longer representing me.
detests,d_1005_01,d_1005,Dadme alguna razon para que la gente no vote a vox.,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Give me some reason why people don't vote for Vox.
detests,d_1006_01,d_1006,"Esta claro, que te guste que te roben en el metro y te den una paliza por la calle para robarte , que te guste que te ocupen el piso",0,d_1005,d_1005,20200725_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,It's clear that you care about them robbing you on the subway and beating you up and robbing you and how you care about them.
detests,d_1006_02,d_1006,¿ quieres más?,d_1006_01,d_1005,d_1005,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Do you want more?
detests,d_1007_01,d_1007,Ese negativo es de un masoca español o de un progre,0,d_1005,d_1005,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,That negative's from a Spanish masoc or a progre.
detests,d_1007_02,d_1007,¿ no se ?,d_1007_01,d_1005,d_1005,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I don't know?
detests,d_1007_03,d_1007,adivina,d_1007_02,d_1005,d_1005,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,contipines
detests,d_1008_01,d_1008,"Se me ocurre también que, tal vez sería justificado el cerrar ese centro de MENAS y empaquetarlos  sus respectivos países.",0,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,I also think that perhaps it would be justifiable to close that MENAS centre and pack them up their respective countries.
detests,d_1008_02,d_1008,Digo yo que  seguramente tendrán padres a los que les alegraría ver a sus hijos.,d_1008_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I say they'll have parents who'll be glad to see their children.
detests,d_1009_01,d_1009,"Pablo Iglesias y sus secuaces podrían albergar MENAS, y que tanto los apoyan... y tan poco caso hacen de los estragos que causan a la población de a pie.",0,0,0,20200725_CR,1,1,1,1,0.9526,0,0,0,0,0.0474,"Pablo Iglesias and his henchmen could house MENAS, and they so much support them and so little care be taken of the havoc they cause to the people at once."
detests,d_1009_02,d_1009,"El chalet de Iglesias, con piscina y casa de invitados da para una docenita de estos prendas...",d_1009_01,0,0,20200725_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,The Church's villa with a swimming pool and guest house for a dentenith of these...
detests,d_1010_01,d_1010,"Yo pregunto, ¿que aportan esta gente en este país?",0,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"I ask, what do these people contribute to this country?"
detests,d_1011_01,d_1011,Un progre te dirá que vienen a pagarnos las pensiones (que es una forma moderna y superiormente moral de esclavitud)  y una persona normal que problemas.,0,d_1010,d_1010,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,A progre will tell you that we come to pay our pensions (that's a modern and highly moral form of slavery) and a regular person that problems.
detests,d_1012_01,d_1012,"Problemas, enfermedades, delincuencia, ... ¿sigo?",0,d_1010,d_1010,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,"Problems, illnesses, crime, have I been?"
detests,d_1012_02,d_1012,"Positivo, poco.",d_1012_01,d_1010,d_1010,20200725_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,"Positive, little."
detests,d_1013_01,d_1013,"La ""reparticion"" de la riqueza.",0,d_1010,d_1010,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"The ""share"" of wealth."
detests,d_1014_01,d_1014,"Mientras el escarmiento por deliquir sea de risa, el malhechor pasa de controlarse y repite su hazaña 300 veces, y no pasa nada.",0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"As long as the bewilderment for deliquier is with laughter, the malefactor goes from monitoring and repeating his conduct 300 times, and nothing happens."
detests,d_1014_02,d_1014,Ayer leiz la pena de menos de 500 euros que un juez (???) impuso a unos okupas que se plantaron 2 años en un chalet cercano a Madrid.,d_1014_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Yesterday she read the term of less than 500 euro that a judge (??) imposed on some okupas that were planted two years in a villa near Madrid.
detests,d_1014_03,d_1014,"Con este ""castigo"" cualquiera se hipeta, paga el IBI, el agua, la luz y la derrama.",d_1014_02,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"With this ""punishment"" anyone hipps, pays for IBI, water, light and shed."
detests,d_1014_04,d_1014,"TODOS A OKUPAR, COHONE !!",d_1014_03,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,_
detests,d_1014_05,d_1014,¡¡Y QUE TRABAJE RITA !!,d_1014_04,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,And I work RITA!
detests,d_1014_06,d_1014,"Con estas leyes y estos jueces, debemos tener más miedo que al coronavirus.",d_1014_05,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"With these laws and these judges, we have to be more afraid of them than of coronavirus."
detests,d_1014_07,d_1014,"El partido que prometa acabar con esto, sin llegar al extremos que asusten al personal (cortar la mano, guillotina, ahorcamiento...), lo votaré.",d_1014_06,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"The party that promise to put an end to this without reaching the end that scares personnel (cutting his hand, guillotine, hanging...), I will vote."
detests,d_1015_01,d_1015,"Pues nada señora... ahora vaya usted y le pone la otra mejilla, pero eso sí, no se le olvide llevar el móvil encima o algún objeto de valor, estamos ya tan acomplejados frente a esta ""gente"" que hagan lo que nos hagan nos parece poco, ademas ¿ porque ir aclarando que la denuncia ""no es por racismo "" ?,",0,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,That's what I have to say.
detests,d_1015_02,d_1015,"¿ acaso se trata de una raza a quién usted denuncia ?,",d_1015_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Is this a race to whom you report?
detests,d_1015_03,d_1015,"los españoles necesitamos urgentemente una terapia de grupo, estamos muy tocados psicologicamente .",d_1015_02,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"The Spanish urgently need group therapy, we are very psychologically touched."
detests,d_1016_01,d_1016,"Como la democracia es el gobierno del Pueblo, si nuestro régimen fuese una democracia, entonces no quedaría otra que concluir que el que haya okupas, manteros, mena´s y pandilleros, es lo que quiere el Pueblo.",0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Since democracy is the government of the People, if our regime were a democracy, then there would be nothing but to conclude that that there are okupas, manteros, mena's and gangs, that's what the People wants."
detests,d_1016_02,d_1016,"Como obviamente no es así, la realidad es que nuestro régimen no es una democracia.",d_1016_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,That's how our regime isn't a democracy.
detests,d_1016_03,d_1016,"Un régimen donde los partidos de los ERE´s, la Gúrtel, el 3%, etc, es decir, partidos de delincuentes, partidos de mafiosos, han tomado el Poder y, además de vivir como marqueses (junto a sus amigos, sus cuñaos y sus compinches de partido) a nuestra costa, encima se dedican a promulgar leyes para defender y proteger a los que son como ellos: a los canallas, a los delincuentes, a los ladrones, a la gentuza.",d_1016_02,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"A regime where the parties of the Ere's, Gurtel's, 3%, and so forth, that's to say, parties of criminals, parties of Mafia's, have taken power and have been living as a Marquis (with their friends, their brothers and sisters and their party partners) at our coast, they are dedicated to passing laws to uphold and protect those who are as they are: to the rails, to the criminals, to the robbers and to the gentude."
detests,d_1017_01,d_1017,Gurtel?...,0,d_1016,d_1016,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Gurtel?
detests,d_1017_02,d_1017,mezclando?,d_1017_01,d_1016,d_1016,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Mixing?
detests,d_1017_03,d_1017,A ver si espabila el PP,d_1017_02,d_1016,d_1016,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Let's figure out if the PP's up and about.
detests,d_1018_01,d_1018,"A ver, Teresa Rodriguez, esposa de Kichi, el Alcalde de Cádiz...",0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Let's see, Teresa Rodriguez, Kichi's wife, Mayor of Cadiz..."
detests,d_1018_02,d_1018,"Esos menas violentos, te los vas a llevar a tu casa, dijiste que eran tuyos...",d_1018_01,0,0,20200725_CR,1,1,1,1,0.9526,0,0,0,0,0.0474,"Those violent menes, you're gonna get them back to your place, you said they were yours..."
detests,d_1018_03,d_1018,"Los alimentas, los cuidas y te buscas un guardaespaldas, no se te desvalijen la casa o algo peor.",d_1018_02,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,The food and care and you get a bodyguard. Don't lose your place or worse.
detests,d_1018_04,d_1018,Ya ves lo ocurrido a las muchas personas atacadas por ellos...,d_1018_03,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,That's what happened to them.
detests,d_1018_05,d_1018,"(A propósito, tanto tú como tu marido parece que no la han visto más clara nunca, han engordado los dos, eh!.",d_1018_04,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"(By the way, both you and your husband seem to have never seen her more clear, have both grown fat, eh!)"
detests,d_1018_06,d_1018,"Eso le ha pasado también a tu jefe, con mansión ahora, cuando prometió jamás salir de la VPO donde vivía.",d_1018_05,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"That's happened to your boss as well, with a manor now, when he promised to never leave the VPO where he lived."
detests,d_1018_07,d_1018,"¿La oposición, va a llevar a juicio a este ejecutivo por permitir tal alteración de nuestro bienestar y convivencia con la inmigración?.",d_1018_06,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,The opposition will bring this executive to trial for enabling such an alteration of our well-being and co-existence with immigration?
detests,d_1018_08,d_1018,"Si no, deben urdir otras alternativas, porque la sociedad lo demanda urgentemente.",d_1018_07,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Otherwise other alternatives have to be put into place, as society urgently demand them."
detests,d_1019_01,d_1019,"Estoy con la mayoría de quienes comentan acerca de la detención y expulsión,  si no fueran españoles y, si lo fueran, reformatorio hasta que fueran mayores de edad.",0,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,"I have been with most of those who comment about their detention and deportation if they were not Spanish and, if they were, reformatory until they were of age."
detests,d_1019_02,d_1019,"En ese momento de la mayoría de edad, a cumplir sentencia en las cárceles ordinarias.",d_1019_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"At that time of age, to serve his sentence in regular prisons."
detests,d_1019_03,d_1019,"Puede ser que, como dice el refrán: ""El temor guarda la viña"".",d_1019_02,0,0,20200725_CR,0,0,1,0,0.2689,0,0,1,0,0.2689,"It may be that as the saying goes, ""Fear keeps the vineyard."""
detests,d_1020_01,d_1020,"Bla bla bla, dice el artículo: “se abalanzaronsobre elle por la espalda”, “estrangulándola por medio de la técnica del(maletón) hasta hacerla perder la consciencia”.",0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Bla ba billa, says the article: ""they pitted about her back,"" ""strangling her by means of the (malet) technique to lose her consciousness."""
detests,d_1020_02,d_1020,¿Cómo supo que eran extranjerosy sobre todo marroquíes si el ataque era por la espalda y la dejaroninconsciente?,d_1020_01,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,How did you know that they were foreigners and especially Moroccans if the attack was from his back and they put her unconscious?
detests,d_1020_03,d_1020,"Además, este  túnel estásiempre transitado  por los vecinos, enfin ….",d_1020_02,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Also, this tunnel's always been passing through the neighbours, at last..."
detests,d_1021_01,d_1021,"Vaya, vaya, es tan difícil reconocer el fenotipo de un magrebí¿?,",0,d_1020,d_1020,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Well, well, it's so hard to recognize the phenotype of a Maghreb?"
detests,d_1021_02,d_1021,"pues evidentemente fenotipo de españolitos no tendrían, cuando le suceda a uno de los vuestras dirás lo mismo¿?,",d_1021_01,d_1020,d_1020,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"Because obviously Spanish phenotype would have them, as soon as it happened to one of your people, will you say the same thing?"
detests,d_1021_03,d_1021,"pues no estoy de acuerdo que esa gentuza esté en nuestro país mantenida con nuestros impuestos, ayer pillaron a un Nigeriano que estafó en paguitas más de 80.000 eurazos en el País Vasco, claro, si hubiese sido español ni un dura percibía...!!!",d_1021_02,d_1020,d_1020,20200725_CR,1,1,1,1,0.9526,0,1,0,0,0.2689,"That's why I don't agree that that panda's been held up with our taxes. Yesterday they caught a Nigerian who scammed more than 80,000 euro in pawns in the Basque Country."
detests,d_1021_04,d_1021,Anda que...!!!,d_1021_03,d_1020,d_1020,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Go what...!
detests,d_1022_01,d_1022,"Deje, deje, evite perder el tiempo con un marxista.",0,d_1021,d_1020,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Let, let, avoid wasting time with a Marxist."
detests,d_1022_02,d_1022,"En España se lee poco, y además, casi toda la generación después de la transición está adoctrinada por esa izquierda radical.",d_1022_01,d_1021,d_1020,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"In Spain, few are read and as well, nearly the whole generation after the transition is inoctrated by that radical left."
detests,d_1022_03,d_1022,"Beben de las mismas fuentes y la Universidad, más las televisiones están al servicio de ellos.",d_1022_02,d_1021,d_1020,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"They drink from the same sources and the University, but the television's at their service."
detests,d_1023_01,d_1023,"Lea hasta el final, esos dos estaban a la entrada del túnel y pasó por delante de ellos.",0,d_1020,d_1020,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Read to the end, those two were at the entrance of the tunnel and passed them."
detests,d_1023_02,d_1023,"El que no estaba alli para ver cómo fue el ataque es usted, o si?",d_1023_01,d_1020,d_1020,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"The guy who wasn't there to figure out how the attack was you, right?"
detests,d_1024_01,d_1024,Casi la matan y encima les defienden?,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,They nearly killed her and put them up for them?
detests,d_1024_02,d_1024,Poco nos pasa...,d_1024_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,That's bad.
detests,d_1025_01,d_1025,"¿Por qué los españoles votamos a partidos que, lejos de tener la intención de atajar por lo sano y con contundencia toda la delincuencia que han traído los extranjeros, pues éste sólo es el enésimo caso más, lo que hacen es mirar para otro lado ante lo que ocurre en nuestras calles, e incluso defender a estos extranjeros y acusar de racistas a los españoles que protestamos?",0,0,0,20200725_CR,1,1,1,1,0.9526,0,0,0,0,0.0474,"Why do we have to vote for parties that, far from purporting to put an end to all the crime that have been brought by foreigners, as this is only the omnmost case more, what they do is to look back at what's happening on our streets and even to defend these foreigners and to accuse the Spanish we protest as racists?"
detests,d_1026_01,d_1026,Dejad que los menas se acerquen a mí.,0,0,0,20200725_CR,0,0,1,0,0.2689,0,0,1,0,0.2689,Let the menes come to me.
detests,d_1027_01,d_1027,"El superman, me gustaría verte en vivo.",0,d_1026,d_1026,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"The Superman, I wish I saw you live."
detests,d_1028_01,d_1028,"VOX no quiere este tipo de inmigrantes, VOX quiere gente trabajadora que respete nuestras leyes y nuestras costumbres, VOX quiere que a estos delincuentes los mantenga su país.",0,0,0,20200725_CR,1,1,1,1,0.9526,1,1,0,1,0.7311,"VOX doesn't want this kind of immigrant, VOX wants working people who respect our laws and our customs, VOX wants these criminals to be held by their countries."
detests,d_1029_01,d_1029,Creo que con la experiencia que estamos teniendo es hora de revisar la ley del menor.,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"I think with the experience we have, it's time to review the minor's law."
detests,d_1029_02,d_1029,"Ya no es robar, violan y si no consiguen su objetivo matan",d_1029_01,0,0,20200725_CR,1,1,1,1,0.9526,1,1,0,1,0.7311,No more robbing and rape and if they don't get their target they kill
detests,d_1030_01,d_1030,"Momentos antes del ataque, una joven se topó con los dos menores, que le pidieron dinero a la entrada del túnel, sin que la situación llegara a más.",0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Momentos before the attack, a young lady met with the two minors, who asked him for money at the entrance to the tunnel, with nothing more."
detests,d_1030_02,d_1030,"Nuria pasó por delante de los tres y se adentró en el paso subterráneo, convirtiéndose en la víctima perfecta.",d_1030_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Nuria passed before 3 and entered the underground passage and became the perfect victim.
detests,d_1030_03,d_1030,"Ese es el problema de esta sociedad que pasamos por delante del que esta sufriendo un problema sin mirar, queriendo aparentar que no vemos nada pero en un giro cínico y dramático de la situación el problema se vuelve hacia nosotros.",d_1030_02,0,0,20200725_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,"That's the problem with this society that we pass ahead of that that that's suffering a problem without looking at, wanting to appear that we see nothing but in a cynical and dramatic turn of situation the problem turns to us."
detests,d_1030_04,d_1030,"El no hacer nada, es lo que hace que esta gente se crezca.",d_1030_03,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,To do nothing's what keeps these people growing up.
detests,d_1030_05,d_1030,No tengáis la menor duda de que en Batán como en muchos otros sitios la situación va a ir a peor porque el encargado de arreglarla se pone del lado del delincuente y se esfuerza en hacernos creer que somos nosotros los culpables insinuando que somos racistas.,d_1030_04,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"Don't have the slightest doubt that in Batan as in many other locations, the situation will get worse because the man who's been trying to fix it gets with the offender and trying to make us believe that we're the culprit and insinuate that we're racist."
detests,d_1031_01,d_1031,"Para que no delincan, estos jovenes necesitan claramente una paguita, como se viene realizando desde hace muchos años con otros.",0,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,"That these young people clearly need a paga, as they have been with them for many years."
detests,d_1031_02,d_1031,"Adivienen de quienes hablo, 500 años en España y siguen sin adaptarse a nuestra cultura y son un ""colectivo en riesgo de exclusión"".",d_1031_01,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,"They figure out who I'm talking about, 500 years old in Spain and still aren't adapted to our culture and they're a ""collective at risk of exclusion."""
detests,d_1031_03,d_1031,Y con vivienda gratis.,d_1031_02,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,And with free housing.
detests,d_1031_04,d_1031,Ahi es nada.,d_1031_03,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,That's nothing.
detests,d_1032_01,d_1032,"Racismo no, pero que se vayan a su país, sí",0,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,"No racism but have them go to their country, yes"
detests,d_1033_01,d_1033,Es una  vergüenza no poder salir de paseo por  tener  miedo.,0,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,It's an embarrassment to be unable to ride for fear.
detests,d_1033_02,d_1033,Estos menores son los criminales asesinos de mañana.,d_1033_01,0,0,20200725_CR,1,1,1,1,0.9526,0,1,1,1,0.7311,These minor's the murder criminals of tomorrow.
detests,d_1034_01,d_1034,"Es la bonita España progre, la que confunde buenísimo con agachar la cabeza.",0,d_1033,d_1033,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"It's the beautiful progre Spain, the one that confuses most well with his head."
detests,d_1034_02,d_1034,La que confunde racismo con denunciar a extranjeros delincuentes.,d_1034_01,d_1033,d_1033,20200725_CR,1,0,0,0,0.2689,0,0,1,0,0.2689,That confusing racism with denouncing foreign offenders.
detests,d_1035_01,d_1035,"si después de lo que ha vivido la víctima y su hija piensan que el problema es que están mal atendidos y como un rebaño de cabras, es que esta sociedad ya no tiene remedio...",0,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"If after what the victim and his daughter have been through they think that the problem is that they are under care and as a flock of goats, that this society has no choice..."
detests,d_1035_02,d_1035,lo siento pero parad que yo me bajo,d_1035_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I'm sorry but stop me getting out
detests,d_1036_01,d_1036,No puedo estar más de acuerdo.,0,d_1035,d_1035,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I can't agree more.
detests,d_1036_02,d_1036,Estamos tan enfermos como sociedad que hemos hecho del síndrome de Estocolmo una forma común de situarnos frente a los problemas que nos amenazan.,d_1036_01,d_1035,d_1035,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,We are as ill as a society as we have made Stockholm syndrome a common way to face challenges that threaten us.
detests,d_1037_01,d_1037,X,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,X
detests,d_1038_01,d_1038,V,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,V
detests,d_1039_01,d_1039,Cuando cumplan 18 ?,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,When they turn 18?
detests,d_1039_02,d_1039,Serán nuevos votantes......,d_1039_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,They will be new voters......
detests,d_1040_01,d_1040,"Donde esta ahora la histérica podemita andaluza que en alusión a los menas gritaba:;;..."".Dejad en paz a nuestros niños..no molestes a nuestros niños "",,,,,",0,0,0,20200725_CR,0,0,1,0,0.2689,0,0,1,0,0.2689,"The hysterical Andaluza podemite with an allusion to the menas shouting: Leave our children alone. Don't bug our children, """
detests,d_1041_01,d_1041,"Expulsión ya, o políticos que lo toleran fuera.",0,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"Expulsion now, or politicians to tolerate him outside."
detests,d_1042_01,d_1042,En la playa tranquilamente disfrutando de su instinto maternal,0,d_1040,d_1040,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,At the beach quietly enjoying his mother's instinct
detests,d_1043_01,d_1043,Hace un año le pasó exactamente lo mismo a mi tía de 82 años en la zona de Plaza Elíptica.,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,A year ago exactly the same happened to my 82-year-old aunt in the area of Plaza elliptica.
detests,d_1043_02,d_1043,"La siguieron, esperaron a que llegara a una calle poco transitada y le aplicaron la misma técnica.",d_1043_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,They followed her and they waited for her to get to a busy street and applied the same technique.
detests,d_1043_03,d_1043,"La descripción de los que lo vieron coincide, joven y magrebí.",d_1043_02,0,0,20200725_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"The description of those who saw him matches, young and Maghreb."
detests,d_1043_04,d_1043,Seguiremos echando la culpa a la generalidad pero la realidad es la que es.,d_1043_03,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,We will continue to blame generality but reality is what it is.
detests,d_1044_01,d_1044,"Cuando la vuelvan a robar una y otra vez, se dará cuenta que la culpa no son de los centros sino más bien de el gobierno que permite todo todo.",0,0,0,20200725_CR,0,1,0,0,0.2689,0,1,0,0,0.2689,"When she gets robbed again and again, she'll realize that the blame isn't about the centers but about the government that allows everything."
detests,d_1044_02,d_1044,(Sería muy fácil de parar poniendo cámaras),d_1044_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,(That would be so easy to stop with cameras)
detests,d_1044_03,d_1044,que no se olvide que podrían haberla matado.,d_1044_02,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Don't forget they could have killed her.
detests,d_1045_01,d_1045,Por lo visto tendremos que esperar a que a estos simpáticos y ultraprotegidos menores (algunos no tanto) se les vaya la mano y haya alguna muerte.,0,0,0,20200725_CR,1,1,1,1,0.9526,1,1,1,1,0.9526,Apparently we have to wait till these minor (some but less) friendly and ultra-prototids get their hands off and have some death.
detests,d_1045_02,d_1045,"Sólo entonces se tomarán enérgicas medidas, como trasladar su albergue a otro punto de Madrid o realizar un par de detenciones.",d_1045_01,0,0,20200725_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,"Only then will strong measures be taken, such as transferring his hostel to another place in Madrid or making a few arrests."
detests,d_1045_03,d_1045,"Mientras tanto otro barrio atemorizado por la inmigración ilegal, violenta y con delincuencia asociada.",d_1045_02,0,0,20200725_CR,1,1,1,1,0.9526,0,0,1,0,0.2689,Meanwhile another neighborhood with fear of illegal immigration and violence and associated crime.
detests,d_1046_01,d_1046,"Algunos no tanto no, es que sé de buena tinta que con lo de las medidas antropométricas y dentales no aciertan.",0,d_1045,d_1045,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Some of them aren't so bad, but I know with good ink that with the anthropometric and dental measures they aren't right."
detests,d_1046_02,d_1046,Lo que tenían que hacer era meterles en una cárcel de adultos.,d_1046_01,d_1045,d_1045,20200725_CR,1,1,1,1,0.9526,0,1,1,1,0.7311,What they had to do was put them in an adult jail.
detests,d_1047_01,d_1047,Ya han habido muertes (de las que poco se informa) y no pasa nada,0,d_1045,d_1045,20200725_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,There have been deaths (with little information) and nothing happens
detests,d_1048_01,d_1048,Estos críos....,0,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,These kids...
detests,d_1048_02,d_1048,Qué pillastres.....,d_1048_01,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,What the fuck...
detests,d_1048_03,d_1048,Son unos terremotos los angelitos...,d_1048_02,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,That's an earthquake.
detests,d_1048_04,d_1048,Qué energía la de estos chicos...,d_1048_03,0,0,20200725_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,What an energy of these boys...
detests,d_1048_05,d_1048,"El futuro, son el futuro.....",d_1048_04,0,0,20200725_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,"The future, they're the future..."
