comment_id,backtranslated_text
s_799,Aquí está un personaje que dice que estamos obligados a pagar por la salud de los inmigrantes ilegales y en su lugar considera que no tiene que pagar el respirador a un español porque no piensa como él. Qué socialista Nazional. URL.
s_800,Dije que pensaba que no lo habías hecho.
s_801,"Ningún gobierno ha manejado bien esta crisis, y ninguno de ellos lo habría hecho bien y no la derecha/ultraderechha. Recuerdo que Vox dijo que quería hacer que los inmigrantes ""ilegales"" no tuvieran derecho a la salud pública y que pagaran las visitas médicas. Eso empeoraría las cosas."
s_802,Sólo decir que a los inmigrantes ilegales no se les debe permitir el acceso a la salud pública es un signo muy claro de ideología e inmoralidad. Dejar que esas personas se infecten y seguir infectando no creo que sea una muy buena idea.
s_803,Luego se quejan cuando los derechistas critican las URL.
s_804,Lamento que me avergüence que la derecha apoye a los partidos que: - Quiero eliminar la salud pública en meidoa de una pandemoa - Tengo la intención de hacer pagar a los inmigrantes ilegales para ir al médico en medio de la pandemia - Quiero que más trabajadores trabajen ahora
s_805,"Y eso es acerca de la pandemia, pero es silencioso sobre cosas que piensan y han dicho partidos de derecha: - Para decir en el siglo XXI que las terapias de conversión son buenas - Para implicar que la comunidad LGBT+ es menos y merece menos"
s_806,"- Acosar a MENAS - Arrojar mierda a los inmigrantes ilegales - Quejarse de sacar a un dictador del valle de las cataratas - Usar las muertes para obtener votos - Encubrir crímenes que, si fueran de la izquierda, pedirían la cárcel - Exigir que la libertad de expresión termine en Cataluña"
s_807,"- Eliminar el derecho de los niños de una educación igual con el alfiler parental - Eliminar el derecho a una educación integrada e igualitaria - Apoyar las corridas Y mirar, más, pero eq no termina"
s_808,"Como cuando dijiste que el coronavirus era ""una gripe menos agresiva que todos los años"". Oh, Echenique, la realidad y tú."
s_809,"Salud pública por supuesto, pero no estoy dispuesto a pagar atención médica a vagabundos que no quieren trabajar o a inmigrantes ilegales, sé con conocimiento de causa lo que sucede en los hospitales públicos, QUIROFANOS, material fungible dotado, etc... DEMAGOGIA ""0"""
s_810,"#SomosGTPM El @user (Frontera con Justicia) es una ONG dedicada desde 2002 a la atención integral de migrantes y refugiados, la promoción y defensa de sus derechos y la protección de sus defensores."
s_811,"Qué pena, pagamos menas, mantenemos inmigrantes ilegales, atención universal de salud para todo el mundo y ahora 50 millones para los países que acogen a venezolanos, mientras que miles de ERTES sin pagar y sin ayuda a los trabajadores por cuenta propia. Y la oposición pensando en Venezuela. URL."
s_812,"Perseguir y eliminar las ONG que apoyan la inmigración y los inmigrantes, ya sea para su supervivencia o su entrada en el país"
s_813,"Vetar y privatizar la salud para los españoles, y banla para los inmigrantes ""ilegales"", los legales tendrían que pagar un ""copay"" durante 10 años"
s_814,"Derogar la ley de la violencia de género, ya que ""discrimina a los hombres"""
s_815,"#Ingreso Vital, lo que para algunos es una “Paguita” para otros es la diferencia entre alimentar a sus hijos o no. URL"
s_816,"Lo que usted dice para atraer a los inmigrantes a disfrutar de una paga social, educación gratuita y atención médica gratuita, mientras que el resto trabaja para pagar impuestos para los inmigrantes ilegales ??????"
s_817,"""Esta crisis refuerza nuestra idea de que no puede haber atención médica universal para todos los xq los recursos del estado son limitados. Es necesario limitar o prohibir el acceso a la atención médica a la inmigración ilegal, excepto por necesidades urgentes y extremas""."
s_818,Racismo y xenofobia.
s_819,"El problema está mal enfocado. No se les niega la atención de salud x ser extranjeros, si no x no contribuir a tal atención de salud porque son ilegales. Si fuera racismo también se les negaría a los inmigrantes legales. Es fácil de entender la razón. si usted no ayuda a pagar no tiene el derecho a disfrutar."
s_820,"Los legales están obligados a pagar copagos hasta los 10 años de residencia ""legal"" en España. Es decir, además de pagar sus impuestos la asistencia sanitaria les cuesta más. Son racistas y xenófobos. La atención sanitaria es un derecho, ya lo hablamos en otra ocasión."
s_821,"Soy un inmigrante legal, y sin embargo hemos tenido muchos problemas, tanto burocráticos como sociales, y esto, mi señor, es racismo y xenofobia."
s_822,Es por eso que los inmigrantes con dinero siempre son bienvenidos.
s_823,"Los inmigrantes legales en este país siempre son bien recibidos ya sean ricos o pobres. X parte de algunos partidos los inmigrantes ilegales no son bien recibidos, ya sean ricos o pobres"
s_824,"Incluso si son ilegales, ¿comen? Entonces, pagan iva cada vez que compran algo, por lo que contribuyen en su medida. Es xenofobia, no te disculpes."
s_825,¿Quieres distinguir a uno miserable? Lo reconocerás por su servilidad con los ricos y su proxenetismo y desprecio con los pobres. URL
s_826,"Qué persona tan repugnante, ni siquiera sé cómo mirar al espejo a este Negre."
s_827,"Supongo que si dejo de pagar el IVA y vendo material ilegal te pondrás de mi lado, rico como no eres, además de que soy un inmigrante, aunque tal vez no vas a ser libertaria URL."
s_828,"No serás rico, pero tampoco serás muy inteligente."
s_829,"¿Quieres ver a los #PolyticsShit como Errejón estar en contra de la venta ilegal? Fácil. Que los inmigrantes ""vendan leyes"" por 4€uros en la cera frente al congreso. Y que los #PolyticsShit permanezcan en el desempleo, o cobrando 1.000€."
s_830,"Libertaria que paga la Iva, no es ni libertaria ni derecha."
s_831,"A la gran mayoría de los pasantes se les pide por primera vez el mantero. Por el contrario, los que chupan del barco como subsidiados, políticos, ONG, inmigrantes ilegales... así como deformados en ikastolas vascas y catalanas. Todo volverá a su lugar."
s_832,"La mayoría de los inmigrantes ilegales, con el derecho a la atención de la salud y la ayuda, la realización de actividades ilegales, sin pagar impuestos ni contribuir. Usted, sin trabajar toda la vida, en la universidad o la política, en solidaridad con los impuestos de los demás. Así que por supuesto..."
s_833,"Vender copias falsas es ilegal y todos lo sabemos, hackear daña todo tipo de comercio y alienta a la mafia de inmigración ilegal, ¿estás defendiendo la piratería y la inmigración ilegal? #noaltopmanta #vox #noalpirateo"
s_834,Y lo dice una garrapata como su @user chupando de la radio pública? ¿Por qué los comerciantes tienen que tener una licencia para pagar impuestos y no estos? ¿Por ser inmigrantes negros o ilegales? ¿A usted por lo que se le paga?
s_835,¿Pero qué hacemos con la inmigración ilegal? Porque tú tampoco lo resuelves.
s_836,"Ya distingo a un político miserable que se aprovecha de los migrantes pobres para entrometerse, y que se preocupa por los compatriotas arruinados por la competencia desleal, o por aquellos que tienen que soportar el crimen asociado con la inmigración ilegal."
s_837,"Exactamente el que se posiciona en tuitero servil con los ricos exploradores mafiosos de inmigrantes ilegales y se mete en problemas con los pobres autónomos propietarios de tiendas legales que se arruinan pagando impuestos, impuestos, rentas, EAIs, seguros y sufren competencia desleal"
s_838,"El inmigrante africano que viene no está calificado, posee otra religión, cultura e idioma, pero aspira a España para mantenerlo a expensas de nuestros pensionistas. No todos son criminales, pero están sobrerrepresentados en nuestras prisiones."
s_839,"Decir sí @user fomentar negocios ilegales, manta superior, drogas, tráfico de inmigrantes, prostitución ¿Qué importa? Usted tiene que aprender de la camarada Echenique y no pagar impuestos. -Usted necesita un par de cosechas en Tomelloso, URL imberbe"
s_840,"Miserable eres tú que promueves la economía sumergida, la inmigración ilegal, y luego financias impuestos a los autónomos y a las PYMEs que hacen encajes para mantener el negocio y con él el 80% del empleo de este Santo País para mantener tu sueño húmedo Bolivariano"
s_841,"Espero que los mafiosos populistas como ustedes nunca sean elegidos de nuevo, los inmigrantes tienen que ser ayudados en el sistema y pagar sus impuestos como todos los demás, no abandonarlos a su suerte vendiendo ilegalmente en mafias organizadas y dándoles limosnas para votar por usted."
s_842,"Inmigrante ilegal, actividad ilegal y el problema es el proxenetismo."
s_843,Miserable es usted diciendo que en Venezuela usted come tres veces al día cuando la gente muere de hambre y huye del país. Miserable es usted defendiendo la explotación de los inmigrantes por mafias que se dedican a la fabricación de productos ilegales.
s_844,"¿Por denunciar un crimen? Veo que, en principio, no lo tienes. Vómito es que algunas personas pagan impuestos por el trabajo y otras lo toman crudo, y me refiero a la mafia que explota a ese inmigrante. La verdad sólo tiene una manera, es ilegal y criminal."
s_845,"¿Sabes lo que significa vivir en una isla? Ayer almorcé con un alcalde y un monitor de un centro juvenil inmigrante. Sé perfectamente de lo que estoy hablando. Estamos mejorando, al menos reconoces que es un problema."
s_846,"Es lo que tiene que ser una víctima, que usted no elige! Wow, usted se queja de lo ilegal y usted ha sido ilegal! Irónico! El derecho humano por excelencia es el derecho a la VIDA, y viendo el Mediterráneo usted debe ser consciente de la realidad de la inmigración (no su caso particular)."
s_847,"Soy educadora en un centro juvenil donde llegan los inmigrantes, también sé de lo que hablo, por mi propia experiencia, no por lo que me dicen. Te aseguro que, aunque la ilegalidad es un problema (no lo niego), nadie decide ser ilegal. ¡A veces las circunstancias te obligan!"
s_848,"Fanfarria de alguien que tiene la nevera llena, es ilegal, sí, también está filmando a alguien sin su consentimiento y menos publicarlo en una cosa de las redes sociales que haces. Pd tuu no eres nadie para decirles nada, mamá, y ese inmigrante ilegal que critica, tú y vox, entonces son..."
s_849,"...los que chupan los trabajos que nadie quiere, como trabajar en el campo por un salario indigno, entre otros... pero por supuesto el que no tiene preocupaciones salariales es mejor intimidar a un inmigrante, también es ilegal robar como lo hacen la mayoría de los políticos y nadie tiene..."
s_850,"Los malditos huevos de llevarlos ante la justicia, o hacer un puto levantamiento social para decir lo suficiente a esta democracia de mierda."
s_851,"Ahí lo dejo, ahora dime tu opinión de mierda, que sinceramente pelo, ¡Agosto del sur!."
s_852,"¿Defende usted que la mayoría de los inmigrantes son forzados, explotados por las mafias que los llevan a Europa para saldar sus deudas con la venta ILEGAL de falsificaciones? ¿No defiende usted el pequeño comercio que paga impuestos?"
s_853,"¿Quieres distinguir a alguien que no respeta la ley? Lo reconocerás por apoyar las ventas ilegales, la inmigración ilegal y su traición con los trabajadores autónomos respetuosos de la ley."
s_854,¿Me estás diciendo que apoyas a mafias que usan niños para producir productos copiados y que usan inmigrantes ilegales para venderlos? ¿Me estás diciendo que apoyas la explotación de niños e ilegales? ¡Qué hipócrita eres!
s_855,"Si no conoces tus límites, eres el enfermo, hay gente que vende ilegalmente, pero este tipo se mete con un inmigrante porque sabe que no puede defenderse."
s_856,"Los inmigrantes que residen en este país, ya sea ilegal o legal, hacen más que esta mierda de proxeneta... para ir a recoger fresas."
s_857,La venta en la calle está regulada por los municipios. Si no lo permiten es ilegal. ¿Es ilegal si lo hace un ciudadano legalmente residente o un inmigrante ilegal. O está insinuando que las leyes deben ser condicionales?
s_858,"La mayoría de wapo el video que el subnormal que va en fresco, preguntar al niño inmigrante que lo que está haciendo es ilegal, si el caso vox es legal?? un hogar PP s legal?? Porque si conseguimos en su totalidad tomamos mierda para regalar."
s_859,"Abascal es muy facha porque dice que las paguitas irán a por inmigrantes ilegales pero Errejón es una buena persona porque en vez de ponerles una paguilla quiere que ""busquen sus vidas"" alentando a mafias que no pagan sus impuestos"
s_860,El grifo de la ilegalidad? Miserable Vox’s. No hay inmigrantes ilegales sino personas en una situación de residencia irregular. Eres ilegal y repugnante.
s_861,"Por otro lado, se piensa que en la sociedad no hay machismo URL"
s_862,También dice que los inmigrantes ilegales abusan de la salud pública y que no quiere pagar por que otros la usen y por eso prefiere la URL de salud privada.
s_863,"Finalmente, como se esperaba, está a favor de las corridas de toros y el abuso de animales de los toros y también hay más pruebas de que odia el colectivo URL."
s_864,46 de los 61 inmigrantes que llegaron a Fuerteventura este viernes URL
s_865,"Es hora de salir y pedir la expulsión de cada inmigrante ilegal, nos estamos convirtiendo en esclavos de esta gente!!!!"
s_866,"Es decir, 46 inmigrantes ilegales que entraron en España violando la ley. Ahora que están aquí y tenemos que pagar con nuestros impuestos la asistencia sanitaria que necesitan en un país que no ha garantizado el pago de pensiones y asistencia sanitaria, con una deuda de más del 100% del PIB"
s_867,Pagaré con mis impuestos lo que sea que robes las fachas para que te vayas a la mierda y cierres cuando salgas.
s_868,"Puedes comparar empresas de salud, para ver cuál te gusta o adaptarte mejor a ti. La competencia entre ellas precios bajos, aumenta rendimientos, es más productiva y mejor para el usuario, que si no te gusta uno, va al otro."
s_869,"En salud pública se paga por los extranjeros que vienen a operar en la cara, y no sólo estoy hablando de inmigrantes ilegales, es que usted está pagando tratamiento a las personas que vienen aquí para operar de forma gratuita o por medicamentos que en sus países son muy caros."
s_870,"No estoy incluyendo a los inmigrantes ilegales allí, que obviamente no vienen aquí para la atención de la salud precisamente. Estoy hablando de países no UE, los EE.UU., Rusia... que vienen, operan y se despiden. Eso es lo que sucede cuando uno tiene un sistema sin filtros."
s_871,"¿Por apoyar una manifestación que promueve comportamientos inapropiados e incivicos y contra las regulaciones de salud?. Eso es un ataque a todas las personas, lleven o no máscaras. Todos son terroristas."
s_872,"Entiendo entonces que los cientos de inmigrantes que entran ilegalmente en España todos los días en patera, que van sin máscara son terroristas y la mitad del mundo, si no todos, es terrorista pq ir sin máscara"
s_873,"No he dicho que, no he dicho que absolutamente todo el que no lleva máscara sea terrorista, he dicho que todo el que conscientemente ataca a la salud pública promoviendo activamente comportamientos como los promovidos en la concentración, son terroristas."
s_874,Toma tu Frankipastilla.
s_875,"Pero los de la patera, no se están manifestando. Llevas o no máscaras que estás promoviendo una idea contra la salud pública."
s_876,"Macarena Olona, de Vox, critica que los inmigrantes puedan “caminar tranquilamente por las calles”. Está claro: desde su punto de vista, ¿dónde pueden ser mejores que en los campos de concentración? ¿Qué cosas tiene la democracia?"
s_877,"El día que descubras la diferencia entre inmigrante ILEGAL e inmigrante LEGAL, te daremos un maní."
s_878,"No hay críticas a los inmigrantes, hay críticas a los inmigrantes ilegales que vienen a cometer delitos. Hay una pequeña diferencia. Creo que es genial que huyan de sus países, aquí serán bienvenidos si vienen a trabajar, no para golpear a la policía"
s_879,"Los inmigrantes ilegales y los criminales no deben caminar tranquilamente por las calles de España o a su país o a la cárcel. Aquí usted viene a pagar impuestos, que la atención médica no se paga solo."
s_880,"El CETI está desbordante y la situación es crítica, con personas infectadas por coronavirus que no pueden mantener la distancia URL"
s_881,"Lo primero que hacemos es permitir la entrada de inmigrantes ilegales infectados?, ¿qué quieres decir con que si ahora tenemos que pagarles un hotel de 6 estrellas, pisan suelo español y tienen techo y saneamiento gratis qué más quieren???"
s_882,"El acceso universal a la atención de la salud y a la protección social es crucial, y defendemos el derecho a la salud para todos."
s_883,"¿Qué tan fácil hablar desde tu refugio? ¿Qué hiciste al respecto durante tus dos gobiernos? Ah, me olvidé, nos llenaron de inmigrantes ilegales, sin ningún entrenamiento y que sólo han saturado nuestro sistema de salud, educación y vivienda requerido. Hipócrita, cara dura."
s_884,"Sigue comprando un nuevo trabajo llenándonos de inmigrantes indocumentados que se están apoderando de todo Chile, arreglando esta guerra que se está acercando con estos tomates ilegales, negros que comen gatos y perros, mierda y tienen sexo en las calles, y caminando"
s_885,Y estás mezclando migración legal e ilegal.
s_886,"Su artículo es obviamente más amplio de lo que digo. Por supuesto que no es sólo estigmatizado por la enfermedad a los inmigrantes ilegales. Lo he centrado mucho más, pero creo que el comentario sigue siendo relacionado"
s_887,"Obsérvese que en huelga, por ejemplo, había una oferta de 10.000 puestos de trabajo y estaba completamente vacía. Obviamente no todos los agricultores emplean inmigrantes ilegales. Pero si es un fenómeno frecuente. Y luego están los que no son jornaleros, por supuesto."
s_888,Estoy en contra de la ilegalidad. Me cuesta pagar impuestos para promover la ilegalidad. Tenemos que imponer la migración legal y tenemos que buscar otro método para luchar contra los embalses.
s_889,"El problema es que los inmigrantes ilegales están allí. Es imposible que no haya ninguno. Entonces, o se les da un mínimo de curación (no digo que necesariamente una ""completa cobertura"") o al final es más caro, porque por no pagar 1 tratamiento que la persona está infectada a 10."
s_890,"Algo similar está sucediendo en Francia con el SIDA. Los inmigrantes ilegales son un reservorio que no está controlando la enfermedad allí. Al final, es más caro no darles la curación que habérselo dado a ellos."
s_891,Gran idea. Así que aquellos que no pueden pagar la subida saturarán más URL de salud pública
s_892,Debe pagarse la salud de los inmigrantes ilegales.
s_893,"Reducir los gastos de salud y pagar hoteles de 4 estrellas a inmigrantes ilegales, subsidios a homosexuales y lesbianas, ONGs y aumentar los salarios políticos y consentimos por miedo URL"
s_894,"#URGENTE El diputado de Podemos Serigne Mbayé pide a ACABAR con los Magos por ser una TRADICIÓN ""racista"". ""En un país democrático no hay lugar para esa tradición"" URL"
s_895,No tienes ni puta idea de religión o epifanía.
s_896,"Este chico demuestra ser ignorante, y por cierto, seguir adelante y vender cosas ilegalmente, a un político."
s_897,¿Y tienen espacio los diputados al Parlamento?
s_898,No sé qué tiene España que es un imán para los tontos. Todos los idiotas que enjambren nuestras fronteras terminan aquí su ciclo de vida. Con lo fácil que es cruzar los Pirineos y dejar atrás un país tan insoportable como el que parasita este ejemplar execrable.
s_899,Va a tomar un poco de viento.
s_900,"Bueno, vamos."
s_901,"Macarena no puede hablar de andaluces porque es de Alicante, pero este individuo, que viene de un país centroafricano, puede dar su opinión sobre nuestras costumbres, fingiendo abolirlas."
s_902,Otro idiota.
s_903,"Ser sin educación, no tiene precio..."
s_904,"Lo que no tiene lugar en un país democrático es un criminal que entra ilegalmente, realiza actividades ilegales, evade los impuestos correspondientes y luego cobra un salario público, pero en un país de idiotas, sí."
s_905,No dejes que lo encuentre a este matón ..
s_906,Y tenemos incluso un rey negro. ¿No será porque este hijo de puta es musulmán?
s_907,¿Debería Jesucristo haber sido mulato?
s_908,No van a traer nada los REYES MAGOS DEL MEDIO
s_909,Este africano pretende dictar las normas de vida de los españoles.
s_910,Cuando no te aceptan como Rey Mago Baltasar y empiezas a patear.
s_911,"Bueno, si vas a tu país, sólo tienes que decirnos lo que podemos hacer o lo que no podemos hacer."
s_912,Que diga eso en su país.
s_913,"¿Podemos enviar a este tipo hambriento al infierno ahora? ¿Pueden chupar más ya! Si no son de buen gusto en este país un pateador con agujeros y a su casa de pvta, es suficiente para callarse."
s_914,Ve a tu país si no te gusta nuestra cultura
s_915,"¿Por qué no te callas, no sabes que hay un rey negro?"
s_916,Para patear el orto tienes que hacerlo cruzar la cerca otra vez pero al otro lado
s_917,"Ve a tu país fantasma, si no te gusta, no mires."
s_918,En un país democrático este individuo no tiene lugar.
s_919,Hahaja este hombre da mucha risa democrática
s_920,Los delirios de Cumbayá...
s_921,¿De qué carajo está hablando?
s_922,Ke te folla un pez ESPADA Embaye
s_923,Un extraño tiene que imponernos lo que cree.
s_924,"¡Vete a la mierda, hombre!"
s_925,Vete a la mierda.
s_926,¡Prefiero acabar con la topmanta por ser una competencia desleal y criminal!
s_927,"Probablemente no quiso decir eso porque todavía no habla español, ¡¡¡pero es un diputado!!!"
s_928,¡Tan racista que uno de ellos es negro!
s_929,"Si no te gusta España, abandona tu país"
s_930,Es una tradición aceptada democráticamente y no tiene nada de racista en ella.
s_931,"Otro tonto, está gritando por el ministerio del consumidor."
s_932,Qué deseo para otras elecciones en Madrid y para Ayuso de no dejar ni siquiera las sobras de este indulto de los odiadores de España...
s_933,¿Por qué no vas a joder tu país?
s_934,"Este es el primo de Alberto Garzón, ¿no? Y digo porque los que quieren acabar con los sabios celebran el día 25. Que trabajan como un día normal. Pero eso no es ser democráticos, ¿verdad?"
s_935,"Oju... ¡qué tonto eres café! Bueno, hay tres?? Como tanta alusión al racismo!!"
s_936,"En un país democrático, es el que viene a prohibir las tradiciones que no pueden ser"
s_937,¿De dónde viene este caballero que nos dará lecciones de democracia? En España no había más tontos y tuvieron que enviarnos a éste.
s_938,Si no te gusta Baltasar podemos hablar de ello.
s_939,Entra legalmente y luego hablaremos.
s_940,Otro parásito que viene a un país para chupar el barco y a quien no le gustan nuestras tradiciones.
s_941,Déjenlo ir de donde vino.
s_942,Pero ¿qué pasa con este payaso? Ahora los emigrantes van a venir y decirnos qué hacer y no hacer?
s_943,"Importamos a todos los tontos vivientes de este planeta. Creo que en España tenemos una especie de mineral en el suelo que hace imán para todos estos seres ""corrientes"" que salen de sus territorios sin cambiar una mierda y vienen aquí para hacer lo que no habría ""redeños"""
s_944,"¿No le gustan al Señor los reyes, por amor de Dios, qué hacemos? ¿Los echamos así? ¿O lo pateamos y lo llevamos por el culo?"
s_945,¡Estupidez!!!Dónde iremos Salgamos y vaya a usted País Ke si usted hace ese comentario usted va a la CARCEL Allí sea agradecido!!!!
s_946,Si no te gustan nuestras tradiciones tienes una solución muy simple.
s_947,Aprovéchate de todo
s_948,"En un país de democracia y tradiciones cristianas, se celebran los Magos, la Navidad, la Pascua y lo que queramos. Si quieres abolirla, te vas a tu país."
s_949,Un criminal en instituciones no tiene palabra ni nada más que deportación
s_950,Deportación yaaaaa
s_951,Esto es lo que sucede cuando te colocas en una posición política y le das una voz a un borderliner que no tiene más mérito que el color de su piel para estar allí.
s_952,"Si no te gusta, por tu querido Senegal, compra tres metros cuadrados de selva y piérdete en ella, ¿qué sabrás de reyes si es republicano?"
s_953,"Rey = Rey Melchor = Rey Gaspar = Baltasar ES UNA TRADICIÓN, ESPAÑOL, RELIGIOSO Y TODA LA VIDA. ¿Qué pasa si terminamos con el RAMADAN en España? ¿Genial?, que no lo es."
s_954,Senegal tiene tradiciones muy democráticas y las está perdiendo.
s_955,Debería volver a su país para eliminar las tradiciones allí.
s_956,Los negros son definitivamente racistas. Santos criterios interplanetarios Batman!!!
s_957,Él propone estas cosas en su país y las tira a la olla.
s_958,"Resuelto, este año los Reyes traen oro, incienso y un palo Nike... URL"
s_959,Otro tonto solía no tener mejor ocurrencia
s_960,"Es este criminal el que no tiene lugar, y ya tardamos en devolverlo a su país de origen democrático."
s_961,"Lo que no es normal es el cargo que tienes, ¿no te gustan nuestras costumbres? Vuelve a tu país. Si vienes aquí por lo menos respeto, no me gusta tu religión y la respeto, no la comparto y no la entiendo pero la respeto."
s_962,"Cállate ahora, realmente no puedo soportarlos. ¡Qué gente amargada!"
s_963,¿Por qué no envías a este cabrón de vuelta a tu ciudad natal?
s_964,¡Entonces déjale ir a la tuya!
s_965,"Cómeme en n4b0, n3gr0."
s_966,¡Tienes un gran trabajo! ¡Ilustrado!
s_967,"En Potemos no saben qué hacer para generar algún tipo de controversia para polarizar la sociedad y señalar algo, manual del marxismo"
s_968,Vendrán de afuera y te echarán de la casa.
s_969,"Que usted va a beber leche de cabra o leche de ganso, que usted encuentra menos racista. (El segundo es más grueso, pero se puede inocular analmente también)"
s_970,"Bueno, para no ofender, volvamos a los Magos de la Antigüedad. Los vemos, por ejemplo, en San Apolonar, tan blanco. Hasta el siglo XIV, un rey negro no se inventa. En el Este, especialmente si fueran sacerdotes de Ahura Mazda, podrían haber sido sólo de pelo oscuro, como algunos hindúes."
s_971,Yo también estoy cansado de esto.
s_972,"Quiero decir, has tenido un lugar, y ahora los Magos no van a tener un lugar debido a tus malditos negros."
s_973,"El sinvergüenza de los senegaleses da una maldita imagen, y ni siquiera la quieren en su casa."
s_974,Este tipo es un imbécil.
s_975,"Ve a tu propio país. Lo que no encaja en un país democrático es una actividad ilegal de contrabandistas con la de los manteros. Eso es una puta, una estafa y un crimen."
s_976,¿Es URGENTE este chupavergas?
s_977,"No sé lo que este caballero está pidiendo, vino a España, no fue invitado, si no le gusta, es libre de irse."
s_978,"Es por eso que Baltasar es rubio con ojos azules, y pagamos a este asqueroso por un pedazo de pastel."
s_979,"Por tierra, mar o aire puedes elegir cómo irte y sigo siendo generoso porque no te pido que te vayas cuando entraste a PATERA."
s_980,Vete a la mierda PSOE y Podemos Comunistas...
s_981,"He perdido el tiempo, leyendo estas noticias de mierda, no todo va..."
s_982,"Los Magos no son racistas, pero este pavo es un criminal."
s_983,"En un país democrático, este individuo que entró ilegalmente, habría sido devuelto a su país... #StopIslam #StopImmigrationIlegal #OuterageMENAS"
s_984,Puta
s_985,El que no debería estar en nuestro país es escoria como tú.
s_986,Que se vaya a la mierda ahora.
s_987,"Hacen lo que quieran, pero los RRMM no se tocan, ni siquiera la Navidad."
s_988,"Realmente no tienes lugar, especialmente en política, que estás enchufada por los piojos de tu partido."
s_989,"¿Racista porque uno de los Reyes es negro? ¿Pero no es eso inclusividad? Que aclaren, por favor, porque va a parecer que usan la raza como arma de conveniencia."
s_990,"Le falta ""el machete"" para cortar a la gente en su mano. El gesto y el odio que transmite en su mirada, es evidente."
s_991,Ya era hora de que le pagara un soborno con el resto de la banda de Miserables.
s_992,"Madre y doctor, ¿nos dices si estás a favor o en contra de esta iniciativa que mejorará significativamente la vida de la gente de Madrid?. Dinos Mónica, dinos!!"
s_993,"Si no te gusta España, puedes volver a tu país de inmediato."
s_994,"Con el debido respeto, váyase a la mierda, Sr. Mbayé, y no toque mis tradiciones con sus amenazas fascistas."
s_995,A su país
s_996,"Si hay un rey mago negro, que es generalmente la amada ma, JA!!"
s_997,"Si no te gusta, ve a tu país."
s_998,Otro imbécil !!!! Te damos un plus !!!
s_999,Este es muy tonto cuando se levanta... ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡!!!!!!!!!!
s_1000,Pedir que se ponga fin al Islam es su país para ver cómo lo están haciendo
s_1001,Lo más sabio sería pedir que terminen hablando democráticamente.
s_1002,"La Mafia Podemita va a tratar de destruirlo todo. Van tras los niños. Están usando a este personaje surrealista por derecho propio, para acabar con una tradición que incluso los inpresentables PoTemos se llenaron de ilusión cuando eran niños."
s_1003,Cómo les fascina prohibir...
s_1004,El coyoonsss para él.
s_1005,"Tu puta madre, imbécil, puerta y tu casa, estaciona y no vuelvas, menduguo."
s_1006,"Estos de Podemos ven racismo donde sólo hay magia, ilusión... ¡Basta! Pido a los Magos que tomen Podemos y compañía..."
s_1007,El mantero jajaja
s_1008,¡¡¡Envíenlo de vuelta a su país!!!
s_1009,Déjalo ir por ahí.
s_1010,"No luchó por mejorar la democracia en Senegal. En España no ha pagado un euro de impuestos, pero viene a darnos lecciones sobre nuestras tradiciones desde el asiento que le pagamos entre todos gracias a los antisistemas. Y si eso no fuera suficiente, es tonto de baba."
s_1011,"En un país democrático ya estarías fuera, mantero, ilegal y cara de uva."
s_1012,Pero este de donde consigo los chepas que tengo que reír es muy tonto pero que MUY TONTO
s_1013,Que sea arrojado a su país AHORA
s_1014,"Esta persona debe ser expulsada inmediatamente del territorio nacional, por haber entrado ilegalmente en España."
s_1015,Mira negro vete a la mierda tu país para matar a gente racista q reyes racistas eres tú que quieres matar blancos... pero bien cobras hipócritas euros de mierda
s_1016,¿Qué le pasa a ese racista?
s_1017,Los invito a regresar a su casa para que sean felices de nuevo y por cierto dejen su puesto y lo que nos salvamos a nosotros mismos
s_1018,"Patea hacia atrás y hacia otra cosa, mariposa."
s_1019,"En un país democrático y normal, este tipo de personas estarían en línea con el desempleo porque no tienen ningún tipo de cualificación profesional."
s_1020,"Lo que no tiene lugar es que analfabetos como este individuo se sientan en cualquier plétora de municipios, provincias, autónomos o estado. ¡Analfabetos y mediocres no y si arriba vienen de fuera para imponer sus culturas menos!"
s_1021,Es un HDP y ahora puedes ir a tu país.
s_1022,"Bueno, ya sabes, no es obligatorio estar en España."
s_1023,"Si no le gusta España, no nos gusta."
s_1024,"Si quieres hablar de ti mismo, eso es todo, has tenido un minuto."
s_1025,"Ya que eres ""español"" en papel, ya que eres ""diputado"" y ""profesional"" manter, te he hecho una pregunta: ¿QUÉ SABES HACER ???? realmente hablas de Conciencia y Solidaridad Práctica esto o por el contrario MALDICE a aquellos que te dieron COMIDA, DINA, CASA y MÁS"
s_1026,"La puta izquierda está obsesionada con acabar con todo lo español y todo lo cristiano, todo es racista, todo es macho, todo es facha... Ve y consigue que tantos hijos de puta coman mierda."
s_1027,Para un negro que vino a las casas y no se llevó nada y quiere llevárselo.
s_1028,Los Magos son los antepasados de los Manterers. #respeto
s_1029,"""Padre personal porque no saben lo que están diciendo"""
