source,id,comment_id,text,level1,level2,level3,level4,stereotype_a1,stereotype_a2,stereotype_a3,stereotype,stereotype_soft,implicit_a1,implicit_a2,implicit_a3,implicit,implicit_soft,backtranslated_text
stereohoax,s_1235,s_1235,Espero que todos estos que no quieren esta fiesta estén trabajando. Pero lo dudo,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Espero que toda esta gente que no quiere esta fiesta esté funcionando, pero lo dudo."
stereohoax,s_1236,s_1236,"Éste impresentable ha VENIDO a destruir nuestro País.
Convertirlo en su País africano.
Por qué no se le destituye POLÍTICAMENTE...y se le deporta???",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Este inpresentable ha venido a destruir nuestro país, para convertirlo en su país africano, ¿por qué no es políticamente removido... y deportado??"
stereohoax,s_1237,s_1237,"Payaso, racista sería si no hubiese uno de otra raza que la blanca.
Muchos niños adoran al rey Baltasar.
Si no te gustan nuestras tradiciones, nadie ye ata en este país.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Payaso, racista sería si no hubiera uno de otra raza que blanco. Muchos niños adoran al rey Baltasar. Si no te gustan nuestras tradiciones, nadie está atado en este país."
stereohoax,s_1238,s_1238,"estos de podemos están tontos. Ni caso.Y en concreto este,si quiere luchar por el racismo, los derechos de la mujer etc que se vaya a su país a luchar allí, que si hace falta .",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Y específicamente éste, si quieres luchar por el racismo, los derechos de las mujeres, etc., ve a tu país a luchar allí, si es necesario."
stereohoax,s_1239,s_1239,"Bueno vive en mi país y esta de invitado y aparte quiere cambiar mi cultura, por encima de mi cadáver.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Bueno, vive en mi país y es una invitada, y además, quiere cambiar mi cultura, por encima de mi cadáver."
stereohoax,s_1240,s_1240,¿Desde cuando los delincuentes tienen tanta opinión relevante en un país democrático?,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,¿Desde cuándo los delincuentes tienen tanta opinión relevante en un país democrático?
stereohoax,s_1241,s_1241,"En un país democrático tiene cabida hasta un imbécil como este. Que no sabe de nada, retuerce todo desde su prisma de resentido social y es un desagradecido al país que lo ha acogido.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"En un país democrático hay espacio incluso para un idiota como este. Él no sabe nada, retuerce todo de su prisma de resentimiento social y es desagradecido con el país que le ha dado la bienvenida."
stereohoax,s_1242,s_1242,"Es tan sencillo como, el llega a un país y debe de adaptarse a lo que se encuentra. España es un país con sus tradiciones y deben ser respetadas. En consecuencia ¿Quiere que nosotros respetamos las suyas? Predica con el ejemplo. Respeto de un solo sentido, no.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Es tan simple como, llega a un país y debe adaptarse a lo que se encuentra. España es un país con sus tradiciones y debe ser respetado. En consecuencia, ¿quiere que respetemos el suyo? Predicar con el ejemplo. Respeto por un sentido, no."
stereohoax,s_1243,s_1243,Es urgente que este señor vuelva a Senegal para no sufrir se nuestra dictadura.,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,Es urgente que este caballero regrese a Senegal para no sufrir nuestra dictadura.
stereohoax,s_1244,s_1244,"Mejor acabemos con tu religión y creencias Mbayé. Entras ilegal, comercial ilegal, ofendes la casa en donde estas. Y quieres despojarme de mis creencias. Si las tuyas son tan buenas, qué haces aquí???",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Mejor deshazte de tu religión y creencias Mbayé. Entras ilegal, ilegal comercial, ofendes la casa donde estás. Y quieres despojarme de mis creencias. Si las tuyas son tan buenas, ¿qué estás haciendo aquí???"
stereohoax,s_1245,s_1245,Este tío no es más tonto por que ya no se puede.,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Este tipo no es más tonto porque ya no puedes.
stereohoax,s_1246,s_1246,Que hace este moreno en un país tan racista?,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,¿Qué hace este marrón en un país tan racista?
stereohoax,s_1247,s_1247,SE PARECE A UN ACTOR QUE SALE EN : EL CAPITAN PHILLIPS ( UNO DE LOS SECUESTRADORES ),0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Parece un actor: el capitán Fillips (uno de los secretarios)
stereohoax,s_1248,s_1248,"No! Si eso, sacamos a ala en procesión, no te jode! A mi me parece racista el ramadán, lo quitamos y punto",0,s_894,s_894,SP064,1.0,1.0,0.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"¡No! Si es así, tomamos el ala en procesión, no te jodas! Encuentro al racista del Ramadán, lo quitamos y eso es todo."
stereohoax,s_1249,s_1249,"Llegará el día en el que éste tipo corra más que gacela delante de leopardo y podrá contar a sus nietos, si corre más rápido, “os puedo contar que yo viví en un país democrático, pero como en la choza de cañas y barro en la tribu, nada”.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Llegará el día en que este tipo corra más que gacela delante de leopardo y podrá decirle a sus nietos, si corre más rápido, “Puedo decirles que viví en un país democrático, pero como en la cabaña de juncos y barro en la tribu, nada”."
stereohoax,s_1250,s_1250,Si no te gustan las tradiciones del país que te ha acogido y al que has llegado ilegalmente ya sabes dónde tienes la puerta,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Si no te gustan las tradiciones del país que te ha dado la bienvenida y la que has llegado ilegalmente, sabes dónde tienes la puerta."
stereohoax,s_1251,s_1251,"Si no le gustan nuestras tradiciones y cultura lo tiene fácil, que vuelva al suyo 🤷‍♀️, nadie le obliga a estar aquí.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Si no te gustan nuestras tradiciones y cultura lo tienes fácil, vuelve a la tuya, nadie te obliga a estar aquí."
stereohoax,s_1252,s_1252,Que no lo han elegido para Baltasar dice,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Que no lo han elegido para Baltasar dice
stereohoax,s_1253,s_1253,Vete a la M... DA !!!!!!,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Ir a la M... DA!!!
stereohoax,s_1254,s_1254,"Oscurito, calienta que este año te toca salir en la cabalgata",0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Oscuridad, se calienta que este año es tu turno de salir en el paseo."
stereohoax,s_1255,s_1255,Claro ahora mismo majo URL,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Borrar ahora mismo buena URL
stereohoax,s_1256,s_1256,Que se vaya a tomar por culo por dónde vino y deje nuestras tradiciones en paz,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,Déjenlo follar de donde vino y dejen nuestras tradiciones en paz.
stereohoax,s_1257,s_1257,"Pero si debe ser el momento de más venta de sus ex compañeros de trabajo!!!! Qué pronto olvidamos de dónde venimos con una buena nómina, eh?!!!",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Pero si es el momento de más venta de sus antiguos compañeros de trabajo!!! ¿Qué tan pronto nos olvidamos de donde venimos con una buena nómina, eh?!!!"
stereohoax,s_1258,s_1258,Si no le gusta las tradiciones de España que se vuelva a su país,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Si no te gustan las tradiciones de España, vuelve a tu país."
stereohoax,s_1259,s_1259,"Yo a los reyes les pido la abdicación,que es lo suyo.Que alguien le explique a este hombrecillo que lo de los Reyes Magos es un cuento para niños y que racísmo,y del peor, es que a un negro le parezca mal que se adore a otro negro.",0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Pido a los reyes que abdiquen, lo cual es lo suyo.Alguien le explique a este hombrecito que los Magos son una historia para los niños y que el racismo, y lo peor, es que un hombre negro encuentra malo que adore a otro hombre negro."
stereohoax,s_1260,s_1260,Este es subnormal. Y da igual el color.,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Este es subnormal, y no importa el color."
stereohoax,s_1261,s_1261,"JA! Que se entere que el que no tiene cabida, es él.",0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Hágale saber que él es el que no tiene lugar.
stereohoax,s_1262,s_1262,"Debería regresar con su mujer y sus hijos,y comenzar allí su revolución.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Debería volver con su esposa e hijos, y empezar su revolución allí."
stereohoax,s_1263,s_1263,Serigne muy fácil lo tienes de vuelta en patera en la que viniste a tu país y reclamas allí lo que quieras!!aquí da gracias que te damos de comer!!respeta a los españoles mantero garrapata!!,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,Serigne muy fácil lo tienes de vuelta en patera donde viniste a tu país y reclamas allí lo que quieres!! aquí da gracias que te alimentamos!!respetar la garrapata mantero española!!
stereohoax,s_1264,s_1264,"Y contra más pateras lleguen con los años!más crecerán partidos como podemos y terminarán ganando como en Estados Unidos gracias al voto inmigrante,con leyes beneficiarias para inmigrantes los demás sobramos",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,0.0,0.0,0.0,0.0474,"¡Y contra más pateadores vienen a través de los años! los partidos más crecerán como podamos y terminarán ganando como en los Estados Unidos gracias al voto de los inmigrantes, con leyes que benefician a los inmigrantes el resto de nosotros"
stereohoax,s_1265,s_1265,Alguien puede mandar a este hijo de puta a su país?,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,¿Puede alguien enviar a este hijo de puta a su país?
stereohoax,s_1266,s_1266,Que te den por culo Serigne,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Vete a la mierda, Serigne."
stereohoax,s_1267,s_1267,"Será por el Rey Gaspar (el pelirrojo)?
Ya no caben más tonterías en esta España.",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¿Será para el rey Gaspar (la pelirroja)? No hay más tonterías en esta España.
stereohoax,s_1268,s_1268,A su puto país.. hace unos años hubiera mendigado por ser el Baltasar en cualquier carroza... puto desagradecido de 💩,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,A su maldito país... hace unos años habría rogado por ser Baltasar en cualquier carroza... malditamente desagradecido de
stereohoax,s_1269,s_1269,"¿Ha pedido ya en su país que se acabe con la ablación?
¿Verdad que no?
Pues que se vaya a la mierda.",0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Ya le has pedido a tu país que ponga fin a la ablación, ¿verdad?"
stereohoax,s_1270,s_1270,Lo q tiene q hacer si no quiere adaptarse q se vaya a su pais o a la 💩 y nos deje tranquilos,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,Lo que tienes que hacer si no quieres adaptar q vas a tu país o el y nos dejas en paz
stereohoax,s_1271,s_1271,"Su puta madre,y yo que quería decirle que existen reyes negros y que solo por eso no son racistas y el tío mantero me tiene bloqueado. URL",0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Su puta madre, y quería decirle que hay reyes negros y que es por eso que no son racistas y la manera en que el tipo me tiene bloqueado. URL."
stereohoax,s_1272,s_1272,Yo también pido que acaben con la inmigración ilegal y sin embargo...siguen y siguen...,0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,0.0,0.0,0.0,0.0474,También pido que se ponga fin a la inmigración ilegal y sin embargo... siguen y siguen...
stereohoax,s_1273,s_1273,Pobre... no eres más tonto porque no entrenas,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Pobre... no eres más tonto porque no entrenas.
stereohoax,s_1274,s_1274,"CC @user

Que nos quitan los Reyes, Reyes. URL",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"CC @user Los reyes nos quitan, Kings. URL"
stereohoax,s_1275,s_1275,"Señor indocumentado, váyase a la pvta mierda y a poner una manta en Dakar. Déjenos en paz jodido acomplejado",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Señor indocumentado, lárguese de aquí y ponga una manta en Dakar."
stereohoax,s_1276,s_1276,Este chico es tonto.,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Este chico es un tonto.
stereohoax,s_1277,s_1277,"Serigne, te puedes ir de una patada en culo a la mierda y a tu pais de mayoria musulmana y asi no tendra que ver como seguira celebrando la festividad de los Reyes Mago, mantero de porqueria.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Serigne, puedes ir de una patada en el culo a la mierda y a tu país de mayoría musulmana y así no tendrás que ver cómo seguirá celebrando la fiesta de los Magos, mantero de la suciedad."
stereohoax,s_1278,s_1278,"Cuando el diablo no tiene qué hacer, con el rabo mata moscas",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Cuando el diablo no tiene nada que ver, con la cola mata moscas"
stereohoax,s_1279,s_1279,"Me 💩 en tu pvta madre cien mil veces.
💥JOPVTA💥
Si no te gusta, carril y a tomar por cvlo. Punto.😎✔️",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Si no te gusta, ve y tómalo a Cvlo."
stereohoax,s_1280,s_1280,Donde quieres el bizum para comprar tus billetes de vuelta?,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,¿Dónde quieres que el Bizum compre tus entradas de vuelta?
stereohoax,s_1281,s_1281,Y el Ramadán y otras celebraciones si son democráticas? Dejad en paz a la gente y que celebre lo que quieran.,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,¿Y el Ramadán y otras celebraciones si son democráticas? Dejen al pueblo en paz y celebren lo que quieran.
stereohoax,s_1282,s_1282,Para estas bobadas cobra este señor?,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¿Este caballero cobra por estas tonterías?
stereohoax,s_1283,s_1283,Que me coma el nardo el mamarracho este.,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Deja que el nardo se coma este.
stereohoax,s_1284,s_1284,Los 💩's estos no se van a poner a pensar nunca en cómo mejorar la vida de la gente de verdad???,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¿Alguna vez van a pensar en cómo mejorar la vida de las personas???
stereohoax,s_1285,s_1285,Racista? Pero si de siempre el Rey Mago negro ha sido el preferido de todos los niños.,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Pero si siempre el Rey Mago Negro ha sido el favorito de todos los niños.
stereohoax,s_1286,s_1286,a que esta esperando extranjería para repatriar a este refugiado ?,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,¿A qué esperas para que los alienígenas repatrian a este refugiado?
stereohoax,s_1287,s_1287,Que se eche talco,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Saquémoslo de aquí.
stereohoax,s_1288,s_1288,Este hay que mandalo a su pais y alli que haga quite y diga lo que quiera que cojones es esto? Viene un tio que no conoce ni la historia ni las tradiciones y se mea y se caga en todo? Estamos tontos? O que pasa,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,¿Es un tipo que no conoce la historia o las tradiciones y se mea y se caga a sí mismo? ¿Somos tontos? ¿O qué pasa?
stereohoax,s_1289,s_1289,Es urgente echar a este energúmeno cuanto antes.,0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,Es urgente tirar esta energía tan pronto como sea posible.
stereohoax,s_1290,s_1290,"Racista? Pero si es muy integradora. De los tres Reyes, uno es negro.
Si le molesta nuestra tradiciones, las fronteras están abiertas. Puede irse cuando quiera.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"¿Racista? Pero si es muy inclusivo. De los tres Reyes, uno es negro. Si te molestan nuestras tradiciones, las fronteras están abiertas. Puedes irte cuando quieras."
stereohoax,s_1291,s_1291,"Preguntarle si le quedan camisetas del Atleti , que a mi me ha bloqueado ..
Ahhhh y calcetines 🧦 ...",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Pregúntale si le quedan camisetas de Atleti, que me ha bloqueado.. Ahhhh y calcetines..."
stereohoax,s_1292,s_1292,Que se vaya a la mismísima MI€rda el chupón este.,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Déjenlo ir al mismo MI€rda el pacoon esto.
stereohoax,s_1293,s_1293,"Naturalmente, es mucho más tradición el top manta.",0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Naturalmente, la manta superior es mucho más tradicional."
stereohoax,s_1294,s_1294,¿Y no sería mejor que esa rata se fuera a su pais?,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,¿Y no sería mejor que esa rata fuera a su país?
stereohoax,s_1295,s_1295,"Decidme, por favor, que esto es falso.",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Por favor, dime que esto es falso."
stereohoax,s_1296,s_1296,Después de esto querrán imponer su cultura y así con todo..,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,0.0,0.0,0.0,0.0474,Después de esto querrán imponer su cultura y así sucesivamente..
stereohoax,s_1297,s_1297,"Más Racistas que sois vosotros imposible, y si no te gusta nuestras costumbres vete a tomar por culo a tu país. Y deja de cobrar de los Españoles, que tu llegastes ilegal y aun eres ilegal.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,0.0,0.0,0.0,0.0474,"Más racistas que eres imposible, y si no te gusta nuestra aduana, vete a la mierda con tu país y deja de acusar a los españoles, de que llegaste ilegal y sigues siendo ilegal."
stereohoax,s_1298,s_1298,Si no hubiera un rey negro sería discriminación y racistas también. Que respete nuestras costumbres!,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Si no hubiera un rey negro, sería discriminación y racistas también."
stereohoax,s_1299,s_1299,"Realmente ha dicho que está en contra de que un blando se vista de negro, pero como vosotros sois muy listos y vuestros lectores subnormales perdidos, pues escribís lo que os sale de los huevos para sacar rédito.",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Él realmente dijo que está en contra de un vestido suave de negro, pero como eres muy inteligente y tus lectores anormales perdidos, escribes lo que sale de tus huevos para obtener beneficios."
stereohoax,s_1300,s_1300,"¿Y quién es éste para decirnos a los españoles qué tradiciones podemos tener? ¿Quién se cree uno que no ha tenido cojones suficientes para quedarse en su país y luchar para que sea un lugar mejor? Tenemos más basura que contenedores, y así vamos, claro.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"¿Y quién es este para decirles a los españoles qué tradiciones podemos tener? ¿Quién piensa que uno no ha tenido suficientes pelotas para quedarse en su país y luchar para que sea un lugar mejor? Tenemos más basura que contenedores, y así vamos, por supuesto."
stereohoax,s_1301,s_1301,"Desconozco si en Senegal un español blanco, que entrase ilegalmente puede regularizar su situación al contraer matrimonio con una senegalesa,aunque posteriormente se pueda divorciar,montar un negocio tipo restaurante y llegar a ser diputado en el país.",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"No sé si en Senegal un español blanco que entró ilegalmente puede regularizar su situación casándose con una mujer senegalesa, aunque más tarde puede divorciarse, establecer un negocio de estilo restaurante y convertirse en diputado en el país."
stereohoax,s_1302,s_1302,"Ya,en un país democrático como el suyo,lo q se estila es vender a las niñas,violarlas,e inmolarse para q les reciban 7 vírgenes.

Si no le gusta ESPAÑA,q se vaya a su MIERDA DE PAIS CON SU MIERDA DE NO DEMOCRACIA Y CON SUS MIERDAS DE CONSTUMBRES SALVAJES.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,0.0,0.0,0.0,0.0474,"Ya, en un país democrático como el tuyo, la cosa es vender a las chicas, violarlas, e inmolarse para que reciban 7 vírgenes. Si no te gusta ESPAÑA, vas a tu maldito país con tu puta no democracia y con tus palabras de seguridad."
stereohoax,s_1303,s_1303,"Venga ya negro, que aún hueles a sabana y mierda de Ñu y vienes aquí a exigir normas, si no te gusta que te den x el culo, PD no hables de país civilizado xq tu no vienes de la Nasa precisamente",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Vamos negro, todavía hueles a sabana y mierda de Ñu y vienes aquí a exigir reglas, si no te gusta que te jodan, la policía no habla de país civilizado xq no vienes de la Nasa precisamente"
stereohoax,s_1304,s_1304,"En mi pueblo modificaron el recorrido de una virgen porque les molestaba cuando pasaba la procesión frente a sus negocios que acaparan una calle
Tiempo al tiempo
Al final tendremos tres reyes blancos
Perdón, tendremos tres reinas trans blancas URL",0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"En mi pueblo modificaron la ruta de una virgen porque les molestó cuando pasaron la procesión frente a sus negocios que acaparan una calle de vez en cuando Al final tendremos tres reyes blancos Lo sentimos, tendremos tres reinas trans blanco URL"
stereohoax,s_1305,s_1305,"Hace tiempo pensaría q es imposible q eso suceda, ahora ya no lo tengo tan claro. Lo q sí tengo claro es q, mientras yo viva, en mi casa siempre vendrán los Reyes Magos",0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Hace mucho tiempo pensaría que es imposible que eso suceda, ahora no estoy tan claro. Lo que tengo claro es q, mientras viva, en mi casa siempre vendrán los Magos"
stereohoax,s_1306,s_1306,"Creo que exagera un poco este hombre. Yo tengo unos cuantos amigos de color de Gambia, Senegal, Colombia, Cuba, Ecuador, y nunca me han comentado ni se han sentido molestos ante una leyenda, que se ha adoptado en paises mayormente católicos. Es una reflexión por su parte ilógica.",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Creo que este hombre exagera un poco. Tengo algunos amigos de color de Gambia, Senegal, Colombia, Cuba, Ecuador, y nunca me han comentado ni se han molestado por una leyenda, que ha sido adoptada en la mayoría de los países católicos. Es una reflexión sobre su lado ilógico."
stereohoax,s_1307,s_1307,"Este además de racista es gilipollas, anda para tu tribu.",0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Este, además de ser racista, es un imbécil, es para tu tribu."
stereohoax,s_1308,s_1308,Que se vaya a la mierda de voluntario antes de que lo mandemos nosotros.,0,s_894,s_894,SP064,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Lárgate de aquí como voluntario antes de que lo mandemos.
stereohoax,s_1309,s_1309,"Tampoco falsificar productos y venderlos sin declarar esas ventas al fisco, Rey Mago.",0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Tampoco los falsifican y los venden sin declarar tales ventas al Tesoro, Rey Mago."
stereohoax,s_1310,s_1310,Otro tonto más pues sino legusta los Reyes magos  ya sabes coges carretera y manta y te vas de donde has venido,0,s_894,s_894,SP064,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Otro tonto, pero si no te gustan los sabios, ya sabes, tomas un camino y una manta y te vas de donde vienes."
stereohoax,s_1311,s_1311,Me va comer todo lo gordo,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Voy a comerme todo lo gordo.
stereohoax,s_1312,s_1312,Esta gentuza no sabe no lo que dice..como los separatas crea problemas y vive de ello..,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Esta basura no sabe lo que está diciendo.. como separa crear problemas y vivir de ella..
stereohoax,s_1313,s_1313,¿Y Papo Noel y el Olentzero?,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¿Qué hay de Papo Noel y el Olentzero?
stereohoax,s_1314,s_1314,Este es más tonto que negro,0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,Este es más tonto que el negro.
stereohoax,s_1315,s_1315,"Con suerte sabe andar y respirar a la vez sin cagarse encima.
@user @user",0,s_894,s_894,SP064,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,Espero que pueda caminar y respirar al mismo tiempo sin cagarse. @user @user
stereohoax,s_1316,s_1316,"Que coñazo eres Sergine!   Si no te gustan nuestras costumbres, vete a tu país y déjanos en paz!  No te queremos aquí cobrando de nuestros impuestos!",0,s_895,s_894,SP064,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"¡Qué tonto eres, Sergine! Si no te gustan nuestras costumbres, ve a tu país y déjanos en paz. ¡No te queremos aquí recaudando nuestros impuestos!"
stereohoax,s_1317,s_1317,"Éste está picado porque nunca le ofrecieron el papel de Baltasar, por sieso. Y para que no vendiera los regalos en el top manta.",0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Este está picado porque nunca le ofrecieron el papel de Baltasar, así que no vendería los regalos en la manta superior."
stereohoax,s_1318,s_1318,Racista sería si no hubiera ninguna representación afroamericana.,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Lo sería el racismo si no hubiera representación afroamericana.
stereohoax,s_1319,s_1319,Yo estoy pasando hambre.  Saben algo de pas ayudas Covid?,0,s_894,s_894,SP064,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¿Sabes algo de la ayuda de Covid?
